name,type,industry,revenue,operating_income,net_income,hq_location,num_employees,founded,website,student_careers_url,index_name
Coupa Software Inc.,,Internet Software & Services,-1.0,-1.0,-1.0,,2000,-1,https://www.coupa.com/,https://www.coupa.com/careers/,Coupa
"Coursera, Inc.",Online education,E-learning,-1.0,-1.0,-1.0,,1792,-1,,https://about.coursera.org/careers/,Coursera
CoverMyMeds,Subsidiary,Health informatics,-1.0,-1.0,-1.0,,-1,-1,https://www.covermymeds.com/main/,https://experience.covermymeds.com/,CoverMyMeds
"CrowdOptic, Inc.",Private company,"Software,Medical technology,Computer hardware",-1.0,-1.0,-1.0,,-1,-1,https://crowdoptic.com/,https://www.careeronestop.org/,CrowdOptic
Cullinet,,Software company,-1.0,-1.0,-1.0,,-1,-1,,https://www.mckinsey.com/careers/students,Cullinet
Cupcake Digital Inc.,Private,Children’s Mobile Applications,-1.0,-1.0,-1.0,,50,-1,https://www.cupcakedigital.com/,https://jobs.careerbeacon.com/employer-profile/company-3080703123,Cupcake Digital
Cvent,Private,Software for planning managing and hosting in-person virtual and hybrid events conferences and meetings,-1.0,-1.0,-1.0,,3600,-1,https://www.cvent.com/,https://www.cvent.com/en/careers,Cvent
"CyberArk Software, Inc.",Public,Software,343000000.0,90000000.0,-1.0,,1380,1999,,https://careers.cyberark.com/,CyberArk
Yara Shahidi,,,-1.0,-1.0,-1.0,,-1,-1,,http://www.cybersoft.net/pages/careers/careers.html,Cybersoft
"Cyfe, Inc.",Private,"Business Intelligence,Business Analysis,Software",-1.0,-1.0,-1.0,,-1,-1,,https://angel.co/company/cyfe/jobs,Cyfe
DAT/EM Systems International,Private,,-1.0,-1.0,-1.0,,-1,1985,,https://www.datem.com/,DAT/EM Systems International
DB Networks,,"Technology,Information Security",-1.0,-1.0,-1.0,,-1,-1,,https://www.db.com/careers/en/grad/index.html,DB Networks
"DDC-I, Inc.",Privately held,"Life-critical system,safety-critical,embedded software",-1.0,-1.0,-1.0,,-1,1985,https://www.ddci.com/,https://ddcinstitute.com/hire-our-students/,DDC-I
Developers' Interface Guide for 64-bit Intel Architecture Servers,Collaborative trade organization,"Firmware,operating system,Computer hardware,Hardware,Application software,Application",-1.0,-1.0,-1.0,,-1,-1,http://dig64.org/,https://www.mckinsey.com/careers/students,DIG64
DotNetNuke,,,-1.0,-1.0,-1.0,,-1,-1,https://www.dnnsoftware.com/,https://www.dnnsoftware.com/about/careers,DNN Corporation
DTV Innovations,Privately held company,software,-1.0,-1.0,-1.0,,-1,2002,,http://www.dtvinnovations.com/careers,DTV Innovations
Daegis Inc.,Subsidiary,"Software,Computer programming,Programming",31000000.0,170000.0,-1.0,,140,-1,https://www.opentext.com/,https://www.opentext.com/products-and-solutions/products/opentext-product-offerings-catalog/rebranded-products/daegis,Daegis Inc.
Daily Journal Corporation,Public,"Publishing,Technology",48700000.0,-1.0,-1.0,Los Angeles California,250,1986,https://dailyjournal.com/,https://dailyjournal.com/job_listings,Daily Journal Corporation
Daintree Networks,Private,Wireless Building Control,-1.0,-1.0,-1.0,,-1,-1,https://products.gecurrent.com:443/?utm_source=vanity&utm_medium=daintree.net/,https://careernetwork.msu.edu/,Daintree Networks
Dakota Software Corporation,Private,"Environment Health and Safety,software",-1.0,-1.0,-1.0,,-1,-1,,https://www.dakotasoft.com/company/career-opportunities,Dakota Software
Daniel Cane,,,-1.0,-1.0,-1.0,,-1,-1,,https://alejandrocremades.com/daniel-cane/,Daniel Cane
"Daon, Inc.",Private,"Software,Biometrics",-1.0,-1.0,-1.0,,-1,-1,https://daon.com/,https://www.daon.com/company/careers,"Daon, Inc."
Data Applied,,software,-1.0,-1.0,-1.0,Washington D.C.,-1,-1,,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,Data Applied
Data Domain Corporation,Subsidiary,"data deduplication,deduplication",-1.0,-1.0,-1.0,,-1,-1,,https://jobs.cigna.com/us/en/job/20017208/Data-Analyst-Provider-Data-Domain,Data Domain (corporation)
DataArt Solutions Inc,Business network of private companies,,-1.0,-1.0,-1.0,,3000,-1,https://www.dataart.com/,https://www.dataart.com/about-dataart/careers,DataArt
DataGravity Inc.,Private limited company,Industry data management Security software,-1.0,-1.0,-1.0,,-1,2012,,https://careers.linkedin.com/students,DataGravity
"DataSage, Inc.",Privately Held,"data mining,personalization,clickstream,forecasting",-1.0,-1.0,-1.0,,120,1997,,https://www.dice.com/jobs/q-Entry+Level+Datastage+Developer-jobs,DataSage
DataTreasury,Private,,-1.0,-1.0,-1.0,,2,-1,http://datatreasury.com/,https://careers.jpmorgan.com/us/en/students,DataTreasury
"Databricks, Inc.",Private,"Software,Computer software",-1.0,-1.0,-1.0,,1442,-1,https://databricks.com/,https://databricks.com/company/careers,Databricks
Datacap Inc. - An IBM Company,Private,Computer software,-1.0,-1.0,-1.0,,55,-1,,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,Datacap
"Datadog, Inc.",Public,"Event monitoring,System Monitoring",-1.0,-1.0,-1.0,,1200,-1,https://www.datadoghq.com/,https://www.datadoghq.com/careers/,Datadog
Datalight,Private,Computer software,-1.0,-1.0,-1.0,,29,1983,https://www.datalight.com/,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,Datalight
Datalogic S.p.A.,Holding (,Electronics,-1.0,-1.0,-1.0,,0,-1,https://www.datalogic.com/,https://www.datalogic.com/eng/company/careers-ca-26.html,Datalogics
"Datatel, Inc.",Private,Higher Education Technology Solutions,-1.0,-1.0,-1.0,,533,-1,https://www.ellucian.com/,https://careers.ellucian.com/,Datatel
Daxcon,Private,"Aerospace,defense industry,Defense,Automotive,Agriculture,Product,Consumer Products,Construction,Mining",-1.0,-1.0,-1.0,,350,-1,http://daxcon.com/,"https://www.glassdoor.com/Overview/Working-at-Daxcon-EI_IE140278.11,17.htm",Daxcon
"DaySmart Software, Inc.",Private Company,Computer Software,-1.0,-1.0,-1.0,,61,-1,https://www.daysmart.com/,http://careers.daysmart.com/,DaySmart Software
"Daz Productions, Inc",Software and Content Developer,,-1.0,-1.0,-1.0,,-1,-1,https://www.daz3d.com/,https://www.internships.com/posting/bug_38852945996,Daz 3D
DeLorme,,"software,technology",-1.0,-1.0,-1.0,,-1,-1,https://www.garmin.com/en-US/,https://careers-us.garmin.com/,DeLorme
"Deacom, Inc.",Private,"Enterprise resource planning,Enterprise Resource Planning",-1.0,-1.0,-1.0,,165,-1,https://deacom.com/,https://deacom.com/careers,Deacom
Dealpath,Private,Commercial Real Estate Software,-1.0,-1.0,-1.0,"San Francisco, CA",-1,2014,,https://www.dealpath.com/careers/,Dealpath
"Decagon Devices, Inc.",,"Research,Research and development,Development,Manufacturing",-1.0,-1.0,-1.0,,-1,1983,,https://careers.ti.com/,Decagon Devices
Decillionix,,,-1.0,-1.0,-1.0,"Sunnyvale, California",-1,1983,,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,Decillionix
Declara,,Technology Company,-1.0,-1.0,-1.0,,-1,2012,,https://www.un.org/en/sections/resources-different-audiences/job-seekers/,Declara
"[[Deep web|Deep Web]] Technologies, Inc.",Private,Computer software,-1.0,-1.0,-1.0,,15,-1,,https://www.deepwebtech.com/company/careers/,Deep Web Technologies
Deeplink,Private,Internet,-1.0,-1.0,-1.0,,-1,-1,,https://branch.io/careers/,Deeplink (company)
"Dejal Systems, LLC",Limited liability company,Software publishing,-1.0,-1.0,-1.0,,-1,1991,http://dejal.com/,https://www.dea.gov/student-entry-level-careers,Dejal
"Dell Software, Inc.",Private,,-1.0,-1.0,-1.0,,-1,-1,https://www.dell.com/en-us,https://jobs.dell.com/students,Dell Software
Democrasoft,Public,Patent monetization,-1.0,-1.0,-1.0,,-1,-1,http://www.democrasoft.com,http://www.democrasoft.com/,Democrasoft
Deneb Robotics,,CAD CAM,-1.0,-1.0,-1.0,,-1,-1,,https://www.getsmarter.com/blog/career-advice/career-path-artificial-intelligence-and-robotics/,Deneb Robotics
Deque Systems,Private Company,"Web accessibility,Web Accessibility",-1.0,-1.0,-1.0,,-1,-1,,https://www.deque.com/company/careers/,Deque Systems
"Design Science, Inc.",Private,Software Industry,-1.0,-1.0,-1.0,,-1,-1,http://www.wiris.com/en,https://dscience.com/contact/careers/,Design Science (company)
DEVAR Entertainment LLC,Private,Augmented Reality,-1.0,-1.0,-1.0,,200,2011,https://devar.org/,https://www.linkedin.com/company/devar-official,Devar Entertainment
Devicescape,Private,"Mobile phone,Mobile,Software",-1.0,-1.0,-1.0,,-1,-1,http://www.devicescape.com/,http://www.devicescape.com/open-positions/,Devicescape
The DiSTI Corporation,Privately owned company,Modeling and simulation,-1.0,-1.0,-1.0,,-1,-1,https://disti.com/,https://www.austinisd.org/tad/careers,DiSTI
Dialogic,Private,Telecommunication,-1.0,-1.0,-1.0,,-1,-1,https://www.dialogic.com/,https://www.mckinsey.com/careers/students,Dialogic Corp
Didiom LLC,Private,"Mobile media,Internet,software",-1.0,-1.0,-1.0,,-1,-1,,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,Didiom
"Dieselpoint, Inc.",Private company,"Information Technology,Information access",-1.0,-1.0,-1.0,,-1,-1,http://dieselpoint.com/,http://dieselpoint.com/careers/index.html,"Dieselpoint, Inc."
Digital Assembly,Private,Computer software,-1.0,-1.0,-1.0,,-1,-1,,https://generalassemb.ly/careers,Digital Assembly
Digital Guardian,,Data security,-1.0,-1.0,-1.0,,375,2003,https://digitalguardian.com/,https://digitalguardian.com/about/careers,Digital Guardian
"Digital Keystone, Inc.",Private,Video Technology,-1.0,-1.0,-1.0,,-1,-1,https://www.digitalkeystone.com/,https://www.keystoneclick.com/careers-keystone-click,Digital Keystone
Digital Reasoning,Private,,-1.0,-1.0,-1.0,,-1,-1,,https://digitalreasoning.com/careers/,Digital Reasoning
Digital Research Inc. (DRI),Subsidiary,Software,45000000.0,-1.0,-1.0,,0,1974,,https://jobs.westerndigital.com/university,Digital Research
Digital River,Private,e-commerce,370500000.0,-1.0,-1.0,,1239,-1,,https://www.digitalriver.com/careers/,Digital River
"DigitalThink, Inc. (acquired by Convergys)",,Software & Programming,-1.0,-1.0,-1.0,,-1,-1,,,DigitalThink
"Dimdim, Inc.",Acquired by ,Software,-1.0,-1.0,-1.0,,-1,-1,,https://www.mckinsey.com/careers/students,Dimdim
Dimensional Insight,Private,Business Intelligence,-1.0,-1.0,-1.0,,-1,-1,https://www.dimins.com/,https://www.dimins.com/business-intelligence-jobs/,Dimensional Insight
Direct Sports Network,Private,Entertainment,-1.0,-1.0,-1.0,,-1,-1,https://asvott.com/,https://jobs.disneycareers.com/espn,Direct Sports Network
Dispersion Technology Inc,Private Incorporated,Instrumentation,-1.0,-1.0,-1.0,,-1,-1,https://dispersion.com/,,Dispersion Technology
"Diversified Technology, Inc.",Private,Communications Industrial and Military Embedded Computers,-1.0,-1.0,-1.0,,-1,-1,https://www.diversifiedtechnology.net/,http://www.divtecs.com/employment-opportunities/,Diversified Technology
DocMagic Inc.,Private,,-1.0,-1.0,-1.0,,-1,-1,,https://www.docmagic.com/careers,DocMagic
"Docker, Inc.",,Computer software,-1.0,-1.0,-1.0,,-1,-1,https://www.docker.com/,https://www.docker.com/careers,"Docker, Inc."
"DocuSign, Inc.",Public,,974000000.0,-1.0,-1.0,,3909,-1,https://www.docusign.com/,https://www.docusign.com/company/careers,DocuSign
Docudesk Corporation,Private,"Computer software,Publishing,Research and development",-1.0,-1.0,-1.0,,-1,-1,https://www.sodapdf.com,,Docudesk
"Domo, Inc.",Public,Computer Software,-1.0,-1.0,-1.0,,824,-1,https://www.domo.com:443/,https://www.domo.com/company/careers,Domo (company)
Dorado Software,Private company,Operations Support Systems,-1.0,-1.0,-1.0,,-1,1998,http://doradosoftware.com/,http://doradosoftware.com/About/Careers.htm,Dorado Software
Doximity Inc.,,"Internet industry,Internet",-1.0,-1.0,-1.0,,-1,-1,https://www.doximity.com/,https://workat.doximity.com/positions/,Doximity
Crown Electrokinetics Corp.,Public,smart glass,-1.0,-1.0,-1.0,,-1,-1,https://www.crownek.com/,https://www.crownek.com/,Draft:Crown Electrokinetics
Dreambox Learning,Privately Held,Software,-1.0,-1.0,-1.0,,-1,-1,,https://www.dreambox.com/careers,DreamBox (company)
DreamFactory Software,,software,-1.0,-1.0,-1.0,"Las Vegas, NV",-1,1998,https://www.dreamfactory.com/,https://www.dreamfactory.com/company/careers/,DreamFactory Software
DreamHammer,Private,Enterprise Software,-1.0,-1.0,-1.0,,-1,2011,https://www.dreamhammer.com/,https://giardinopol.lensa.com/dreamhammer/jobs/c/65272c02c24b2a49419861a81e352dd51ab8fa27,DreamHammer
Dropbox,,,-1.0,-1.0,-1.0,,-1,-1,,https://www.dropbox.com/jobs,Dropbox (service)
"DrugLogic, Inc.",Private,Computer software,-1.0,-1.0,-1.0,,-1,-1,http://druglogic.com/,http://www.druglogic.com/,DrugLogic
dtSearch Corp.,Private,Software,-1.0,-1.0,-1.0,,-1,-1,http://dtsearch.com/,https://www.dtsearch.com/CS_recruit.html,DtSearch
DynamicOps,,Private and public cloud computing,-1.0,-1.0,-1.0,,-1,-1,https://www.vmware.com/company/acquisitions/dynamicops.html,,DynamicOps
"Dynatrace, Inc.",Public,"https://www.gartner.com/en/information-technology/glossary/application-performance-monitoring-apm Application Performance Monitoring,IT operations analytics#AIOps,IT Operations Analytics,IT infrastructure,IT Infrastructure Monitoring,experience management,Digital Experience Management,Business Analytics,Digital Business Analytics",-1.0,-1.0,-1.0,,2200,2005,https://www.dynatrace.com/,https://www.dynatrace.com/company/careers/,Dynatrace
"E2open LLC,",Private,"Enterprise Software,Supply Chain Management",-1.0,-1.0,-1.0,,-1,-1,,https://www.e2open.com/careers/,E2open
EFI Technology Inc.,Private company,"Automotive industry,Automotive,Defense contractor,Defense",-1.0,-1.0,-1.0,,-1,-1,http://efitechnology.com/,https://www.efi.com/about-efi/careers/job-search/,EFI Technology Inc
"eFileCabinet, Inc.",Private,document management software enterprise content management,-1.0,-1.0,-1.0,,-1,-1,https://www.efilecabinet.com/,https://www.efilecabinet.com/careers/,EFileCabinet
EON Reality,,"Virtual Reality,Augmented Reality",-1.0,-1.0,-1.0,,-1,-1,,https://eonreality.com/tag/student-recruitment/,EON Reality
EPAM Systems,Public,Software engineering,2290000000.0,-1.0,-1.0,,36700,-1,https://www.epam.com/,https://www.epam.com/careers,EPAM Systems
eReflect,,Software,-1.0,-1.0,-1.0,,-1,2006,,https://careers.travelers.com/students-grads/,EReflect
EVRYTHNG,Private,,-1.0,-1.0,-1.0,,-1,-1,https://evrythng.com/,https://www.topuniversities.com/student-info/careers-advice/everything-students-need-know-about-virtual-internships,EVRYTHNG
Eagle Investment Systems,Subsidiary of BNY Mellon (NYSE: BK),Financial Services Technology,-1.0,-1.0,-1.0,,1000,-1,,https://jobs.bnymellon.com/jobs?keywords=Eagle%20Investment%20Systems&page=1,Eagle Investment Systems
"Eastgate Systems, Inc.",corporation,"Macintosh software industry  Windows software industry,Electronic publishing",-1.0,-1.0,-1.0,,-1,-1,http://eastgate.com/,https://www.mckinsey.com/careers/students,Eastgate Systems
Easy Software Products,,software,-1.0,-1.0,-1.0,"Washington, D.C.",-1,1993,,https://www.ibm.com/us-en/employment/entrylevel/,Easy Software Products
Eclipsys Corporation,Public,healthcare information technology,519179999.0,11980000.0,2710000.0,,2800,-1,,https://www.allscripts.com/about-us/careers/,Eclipsys
"Economic Development Research Group, Inc.",,,-1.0,-1.0,-1.0,Massachusetts,-1,1997,,https://www.nber.org/career-resources,Economic Development Research Group
"Egenera, Inc.",,"cloud software,automation",-1.0,-1.0,-1.0,"Boxborough, Massachusetts",110,2000,https://www.egenera.com/,https://www.mckinsey.com/careers/students,Egenera
Eggplant,,,-1.0,-1.0,-1.0,,-1,-1,https://www.eggplantsoftware.com/,https://www.eggplantsoftware.com/join-us,Eggplant (software)
"Electric Cloud, Inc.",Private,Computer Software,-1.0,-1.0,-1.0,,0,-1,https://www.cloudbees.com/,http://electric-cloud.com/company/careers/?p=job%2FoNpV2fwT,Electric Cloud
"Embarcadero Technologies, Inc.",Private company,"Software development,Web development,Database design,Database management system",-1.0,-1.0,-1.0,,500,-1,,https://www.zippia.com/embarcadero-technologies-careers-62240/,Embarcadero Technologies
Empirix Inc.,Private,,-1.0,-1.0,-1.0,,-1,-1,,https://www.empirix.com/company/careers/jobs/,Empirix
"Emplify, Inc.",Private Company,Software as a Service,-1.0,-1.0,-1.0,"Fishers, Indiana",51,2011,,https://amplify.com/careers/,Emplify
Encompass Technologies,Corporation,"beverage industry,Beverage Distributing",-1.0,-1.0,-1.0,,-1,-1,https://encompass8.com/ECP_20.11_A/aspx1/Home,https://www.encompass8.com/careers,Encompass Technologies
Energy Points,,Enterprise Energy Management,-1.0,-1.0,-1.0,,-1,-1,,https://careers.centerpointenergy.com/,Energy Points
Enertia Software,,software,-1.0,-1.0,-1.0,"Midland, Texas",-1,-1,https://www.enertia-software.com/,https://www.enertia-software.com/careers,Enertia Software
Engagio Inc.,,"Marketing,software",-1.0,-1.0,-1.0,,-1,2015,,https://www.engagio.com/careers/,Engagio
Engels Maps Inc.,Private,"publishing,travel,transportation",-1.0,-1.0,-1.0,,-1,-1,,https://jobs.td.com/en/,Engels Maps
"Engineered Software, Inc.",Private,"Computer software,IT Consulting,Publishing",-1.0,-1.0,-1.0,,-1,-1,,https://www.computerscience.org/careers/software-engineer/,Engineered Software Inc.
Engrade,Learning management system,,-1.0,-1.0,-1.0,,-1,-1,,,Engrade
"Enigma Technologies, Inc.",Private,"Data as a service,Open Data,Internet,Technology,Financial Services",-1.0,-1.0,-1.0,,75,-1,,https://enigma.com/careers/openings,Enigma (company)
Enli Health Intelligence,Private,Software,25000000.0,-1.0,-1.0,,125,-1,,https://www.enli.net/,Enli Health Intelligence
Enologix,privately held,,-1.0,-1.0,-1.0,"Santa Cruz, California",-1,1989,,,Enologix
"Enplug, Inc.",Private,Software,-1.0,-1.0,-1.0,,-1,-1,https://www.enplug.com/,https://www.enplug.com/,Enplug
Entagen,,,-1.0,-1.0,-1.0,,-1,-1,,,Entagen
Entellium,Private (defunct),On-demand software,-1.0,-1.0,-1.0,,-1,-1,,https://www.mckinsey.com/careers/students,Entellium
Enterasys Networks,,Computer network,-1.0,-1.0,-1.0,,-1,-1,,https://www.extremenetworks.com/company/careers/,Enterasys Networks
EnterpriseAlumni Inc.,Privately held company,Computer software,-1.0,-1.0,-1.0,,42,-1,,https://enterprisealumni.com/careers/,EnterpriseAlumni
EnterpriseDB Corporation,Private,"Software,database",-1.0,-1.0,-1.0,,-1,-1,https://www.enterprisedb.com/,https://www.enterprisedb.com/,EnterpriseDB
Divide (previously Enterproid),,Enterprise mobility management,-1.0,-1.0,-1.0,,-1,-1,http://divide.com/,https://careers.enterprise.com/internships,Enterproid
Enthought,,Computer software,-1.0,-1.0,-1.0,,-1,2001,,https://www.enthought.com/careers/,Enthought
"Entrust, Inc.",Private,Online information and identity protection,-1.0,-1.0,-1.0,,350,-1,https://www.entrust.com/,https://www.entrust.com/careers,Entrust
"Envivio, Inc.",Public,Video software,50600000.0,-1.0,-1.0,,500,-1,,,Envivio
Epic Systems Corporation,Private,"Information Technology,Health Informatics",2900000000.0,-1.0,-1.0,,10000,-1,https://www.epic.com/,https://careers.epic.com/,Epic Systems
Epicor,Private,Computer software,900000000.0,-1.0,-1.0,,4100,-1,https://www.epicor.com/en-us/,https://jobs.epicor.com/,Epicor
"Epiphany, Inc.",Public,Computer software,71500000.0,-1.0,-1.0,,-1,-1,,http://www.epiphanyinc.net/company/careers,"Epiphany, Inc."
"Ericom Software, Inc.",Private,"Software,Information Technology",-1.0,-1.0,-1.0,,-1,-1,,https://www.ericom.com/careers.asp,Ericom Software
Esri,Private,"Software,Geographic information system,Geographic Information Systems",-1.0,-1.0,-1.0,,3800,1969,,https://www.esri.com/en-us/about/careers/student-jobs,Esri
"Evergage, Inc.",,"Software as a Service,Web optimization,Website Optimization",-1.0,-1.0,-1.0,,-1,-1,,https://www.salesforce.com/company/careers/,Evergage
Excite,Portal,,-1.0,-1.0,-1.0,,-1,-1,,https://www.ucclermont.edu/careers,Excite
Exela Technologies,Public,"Software,information technology",-1.0,-1.0,-1.0,,22000,-1,https://www.exelatech.com/,https://www.exelatech.com/careers,Exela Technologies
Expensify,,"Expense management,software",-1.0,-1.0,-1.0,,-1,-1,https://www.expensify.com/,https://we.are.expensify.com/,Expensify
"Express Metrix, LLC",Privately held,IT asset management software,-1.0,-1.0,-1.0,,-1,-1,https://www.cherwell.com,https://www.express.com/g/careers,Express Metrix
Eze Castle Integration,Private,IT infrastructure and services,-1.0,-1.0,-1.0,,700,-1,https://www.eci.com/,https://www.eci.com/about-us/careers/,Eze Castle Integration
"F5, Inc.",Public,Technology,2161407000.0,590899000.0,453689000.0,,5325,-1,,https://www.f5.com/company/careers,F5 Networks
Fair Isaac Corporation,Public,Computer,932170000.0,177200000.0,-1.0,,3358,-1,https://fico.com/,https://www.fico.com/en/careers,FICO
"Fidelity National Information Services, Inc.",Public,Financial Sector,12200000000.0,-1.0,825000000.0,,55000,-1,https://www.fisglobal.com/,https://www.fisglobal.com/en/careers,FIS (company)
"Facebook, Inc.",Public,"Social media,Advertising",70697000000.0,23986000000.0,18485000000.0,,52534,2004,https://www.facebook.com/,https://www.facebook.com/careers/,"Facebook, Inc."
Falafel Software Inc.,Private,Computer software,-1.0,-1.0,-1.0,,19,-1,,,Falafel Software
FalconStor Software,Public,"software,Computer software",-1.0,-1.0,-1.0,,-1,-1,https://www.falconstor.com/,https://www.falconstor.com/careers/,FalconStor Software
FastSpring,Private,SaaS,-1.0,-1.0,-1.0,,-1,-1,,https://fastspring.com/company/careers/,FastSpring
"Fastly, Inc.",,Internet,-1.0,-1.0,-1.0,,700,-1,https://www.fastly.com/,https://www.fastly.com/about/careers,Fastly
FatKat,Private,,-1.0,-1.0,-1.0,,-1,-1,,https://www.fatkatspizzeria.com/careers,FatKat (investment software)
FellowshipOne,Privately held,Church software,-1.0,-1.0,-1.0,,-1,-1,,https://www.fellowshipone.com/careers/,Fellowship One
Fetch Softworks,,software,-1.0,-1.0,-1.0,"Etna, New Hampshire",-1,1989,,https://fetchsoftworks.com/,Fetch Softworks
"Figaro Systems, Inc.",Private,,-1.0,-1.0,-1.0,,-1,-1,https://www.hugedomains.com/domain_profile.cfm?d=figarosystems&e=com,https://career.asu.edu/5-benefits-developing-your-linkedin-profile,Figaro Systems
"Figure 53, LLC",,Live entertainment Software Theatre,-1.0,-1.0,-1.0,"Baltimore, Maryland",-1,2006,https://figure53.com/,https://figure53.com/,Figure 53
FinalCode,Private,Computer Software,-1.0,-1.0,-1.0,,-1,2014,https://finalcode.com/,https://www.dhs.gov/homeland-security-careers/students,FinalCode
"Financial Navigator, Inc",Private,Computer software,-1.0,-1.0,-1.0,,0,-1,,"https://www.glassdoor.com/Job/financial-navigator-jobs-SRCH_KO0,19.htm",Financial Navigator
FinancialForce,Private company,Computer Software,-1.0,-1.0,-1.0,,750,-1,,https://www.financialforce.com/about/careers/,FinancialForce.com
Firebase,,,-1.0,-1.0,-1.0,,-1,-1,,,Firebase
Firehole Composites,Private,Composite Materials Analysis & Simulation,-1.0,-1.0,-1.0,,-1,-1,,https://en.wikipedia.org/wiki/Firehole_Composites,Firehole Composites
"FiscalNote, Inc.",Private,"Software as a service,information services,technology",-1.0,-1.0,-1.0,,475,-1,https://fiscalnote.com/,https://careers.fiscalnote.com/positions/,FiscalNote
Fishbowl Inventory,Private,Software,-1.0,-1.0,-1.0,,150,-1,https://www.fishbowlinventory.com/,https://www.fishbowlinventory.com/about/careers/,Fishbowl Inventory
"Fixstars Solutions, Inc.",Private,"Operating system,s Services Software",-1.0,-1.0,-1.0,,-1,2008,https://www.fixstars.com/en/,https://angel.co/company/fixstars-solutions/jobs,Fixstars Solutions
FlexGen Power Systems,,,-1.0,-1.0,-1.0,,-1,-1,,https://www.glassdoor.com/Salary/FlexGen-Power-Systems-Salaries-E1396943.htm,FlexGen Power Systems
FlexSim,,,-1.0,-1.0,-1.0,,-1,-1,https://www.flexsim.com/,https://www.flexsim.com/students/,FlexSim
Flexera,Investment company,,-1.0,-1.0,-1.0,,-1,1988,,https://www.flexera.com/about-us/careers.html,Flexera
FloQast,Private,Software,-1.0,-1.0,-1.0,"Los Angeles, California Los Angeles California United States U.S.",151,2013,,https://floqast.com/company/careers/,FloQast
"Flow Science, Inc.",Private,Computational Fluid Dynamics Software,-1.0,-1.0,-1.0,,-1,-1,https://www.flow3d.com/,https://flowscience.com/careers/,"Flow Science, Inc."
Folio Corporation,Private,"Family history,Genealogy",-1.0,-1.0,-1.0,,-1,-1,,https://www.appfolioinc.com/careers,Folio Corporation
"Food Service Solutions, Inc.",Private,Software,-1.0,-1.0,-1.0,,-1,-1,https://www.vancopayments.com/education/school-mealtime-payment-system,https://www.usfoods.com/careers.html,Food Service Solutions
"Forterra Systems, Inc.",,software,-1.0,-1.0,-1.0,"San Mateo, California",-1,1998,,https://careers.epic.com/,Forterra Systems
Fortify,Software Vendor,Computer software,-1.0,-1.0,-1.0,,-1,-1,https://www.microfocus.com/en-us/home,https://www.indeed.com/q-Fortify-Software-Security-jobs.html,Fortify Software
"Fortinet, Inc.",Public,"Network security,computer security",2160000000.0,109804000.0,31399000.0,,6015,-1,https://www.fortinet.com/,https://www.fortinet.com/corporate/careers,Fortinet
FortÃ© Internet Software,,,-1.0,-1.0,-1.0,,-1,-1,,,FortÃ© Internet Software
"FreeWave Technologies, Inc.",Private,wireless RF Communications M2M IoT automation,-1.0,-1.0,-1.0,,0,-1,,https://www.freewave.com/about/careers/,FreeWave Technologies
Freefly Systems,,Unmanned Aircraft Systems,-1.0,-1.0,-1.0,,70,-1,https://freeflysystems.com/,https://freeflysystems.com/careers,Freefly Systems
Fungible Inc.,Privately held company,Data Center Technology,-1.0,-1.0,-1.0,,200,2015,,https://www.fungible.com/careers/,Fungible Inc.
"G2 Crowd, Inc.",Private company,"Internet,Research,Business-to-business,Software as a service,SaaS",-1.0,-1.0,-1.0,,360,-1,,https://culture.g2.com/careers,G2 Crowd
Global a Go-Go,Album,,-1.0,-1.0,-1.0,,-1,-1,,http://www.goinglobal.com/,GO-Global
"GSE Systems, Inc.",Public,"Process control,Process Controls,Operator Training Simulator,Educational software,Educational Software",-1.0,-1.0,-1.0,,450,-1,https://www.gses.com/,https://www.gses.com/contact-us/gse-careers/,GSE Systems
Infor Nexus,Private,"Supply-chain management,Trade Automation Software,Global trade automation,Enterprise software",-1.0,-1.0,-1.0,,-1,-1,https://www.infor.com,https://www.infor.com/about/careers,GT Nexus
Gadget Flow Inc,C Corp,"Online Retail,Internet Marketing",-1.0,-1.0,-1.0,"Uniondale, New York United States U.S.",-1,2012,https://thegadgetflow.com/,https://thegadgetflow.com/apply/,Gadget Flow
"ecoATM, LLC",Private,eCommerce,-1.0,-1.0,-1.0,,-1,-1,https://www.gazelle.com/,https://www.abbott.com/careers/students.html,Gazelle (Internet company)
"GenArts, Inc.",Private,Software,-1.0,-1.0,-1.0,,-1,-1,https://borisfx.com/products/sapphire/,https://borisfx.com/company/careers/,"GenArts, Inc."
"General Software, Inc.",,Computer software,-1.0,-1.0,-1.0,,-1,1989,,https://www.computerscience.org/careers/software-engineer/,General Software
Genesys,Private,Customer experience,2000000000.0,-1.0,-1.0,,5935,-1,https://www.genesys.com/,https://www.genesys.com/company/careers,Genesys (company)
"Genuitec, LLC",Private,Computer software,-1.0,-1.0,-1.0,,50,-1,,https://www.genuitec.com/company/careers/,Genuitec
GestureTek,,,-1.0,-1.0,-1.0,,-1,1986,http://gesturetek.com/index.php,,GestureTek
