name,type,industry,revenue,operating_income,net_income,hq_location,num_employees,founded,website,student_careers_url,index_name
Pantheon,Private,Computer software,-1.0,-1.0,-1.0,,100,-1,https://pantheon.io/,,Pantheon (software)
ParaMind Brainstorming Software,,Software,-1.0,-1.0,-1.0,,-1,1980,,,Paramind
Parasoft,Private,"Computer software,Software testing",-1.0,-1.0,-1.0,,-1,1987,https://www.parasoft.com/,,Parasoft
"'''Passport Software, Inc.'''",,Computer software,-1.0,-1.0,-1.0,,-1,-1,https://pass-port.com/,,Passport Software
PathGuide Technologies,Private,Warehouse Management System,-1.0,-1.0,-1.0,,-1,-1,,,PathGuide Technologies
PathWave Design (formerly EEsof),,Electronic Design Automation Software,-1.0,-1.0,-1.0,,-1,-1,,,PathWave Design
"Patton Design, Inc.",,industrial,-1.0,-1.0,-1.0,"Irvine, California",-1,1983,https://www.pattondesign.com/,,Patton Design
Paxata,Private,Enterprise analytics software,-1.0,-1.0,-1.0,,-1,-1,,,Paxata
Peeple,,Home security,-1.0,-1.0,-1.0,,-1,-1,,,Peeple (company)
PeerStream,Public,Computer software,-1.0,-1.0,-1.0,,-1,-1,https://investors.paltalk.com,,PeerStream
Pegasystems Inc.,Public,Software,891600000.0,-1.0,10600000.0,,5000,-1,https://www.pega.com/,,Pegasystems
PeopleDoc,Private,Human Resources Information Technology,-1.0,-1.0,-1.0,,240,2007,,,PeopleDoc
Perceptive Software,,"Enterprise Content Management,Document Management",-1.0,-1.0,-1.0,,900,-1,https://www.hyland.com/en,,Perceptive Software
"Perforce Software, Inc.",Private,"Version control,software,application lifecycle management,repository management developer collaboration tools and,Agile software development,Agile planning,software",-1.0,-1.0,-1.0,,250,-1,https://www.perforce.com/,,Perforce
Performance Technologies Inc,Subsidiary,"Telecommunications network,Networking,and Communication Devices",-1.0,-1.0,-1.0,,115,-1,,,Performance Technologies
"PerkinElmer, Inc.",Public,Medtech,2300000000.0,-1.0,-1.0,,13000,-1,,,PerkinElmer
Permabit Technology Corporation,Private,Computer data storage,-1.0,-1.0,-1.0,,-1,-1,,,Permabit
PerspectX,,"animation,software",-1.0,-1.0,-1.0,"Ogden, Utah",-1,2002,,,PerspectX
Persystent Suite,Private,Computer software,-1.0,-1.0,-1.0,,-1,-1,,,Persystent Software
Pertino,Privately held company,Software,-1.0,-1.0,-1.0,,-1,-1,,,Pertino
PharmaSecure,Private,anti-counterfeiting,-1.0,-1.0,-1.0,,25,2007,,,PharmaSecure
Phase2 International,,Software Development,-1.0,-1.0,-1.0,,-1,-1,,,Phase2 International (company)
Phoseon Technology,Private,Technology,-1.0,-1.0,-1.0,,-1,-1,https://phoseon.com/,,Phoseon Technology
Photodex Corporation,Private,,-1.0,-1.0,-1.0,,-1,-1,,,Photodex
Phreesia Inc.,Public,Health Care Information Technology,-1.0,-1.0,-1.0,,-1,-1,,,Phreesia
Piazza (web service),Private,"Education,SaaS",-1.0,-1.0,-1.0,,-1,-1,https://piazza.com/,,Piazza (web service)
Picmonic,Medical education,,-1.0,-1.0,-1.0,,-1,-1,,,Picmonic
Ping Identity,Public,IT Software & Services,140100000.0,-1.0,-1.0,,968,-1,https://www.pingidentity.com/,,Ping Identity
"Pingboard, Inc.",Private,"Organizational chart,Software",-1.0,-1.0,-1.0,,11,-1,https://pingboard.com/,,Pingboard
Pioneer Corporation,Public,Consumer electronics,386682000000.0,4167000000.0,-1.0,,16763,1938,,,Pioneer Electronics (USA) Inc.
Pipedrive,Private,Software as a Service,-1.0,-1.0,-1.0,,600,-1,https://www.pipedrive.com/,,Pipedrive
Pixorial,,"cloud-based,software",-1.0,-1.0,-1.0,,-1,2007,,,Pixorial
"PlanGrid, Inc.",,Construction,-1.0,-1.0,-1.0,,-1,-1,https://www.plangrid.com/,,PlanGrid
Planview,Privately held company,Software,-1.0,-1.0,-1.0,,900,-1,,,Planview
Plateau Systems,,Talent Management,-1.0,-1.0,-1.0,,350,-1,,,Plateau Systems
Plex,,,-1.0,-1.0,-1.0,,-1,-1,,,Plex (software)
"Plex Systems, Inc.",,"Software industry,Software",-1.0,-1.0,-1.0,,-1,1995,https://www.plex.com/,,Plex Systems
Pluralsight,Public,"Software as a service,SaaS",-1.0,-1.0,-1.0,,1700,-1,https://www.pluralsight.com:443/,,Pluralsight
PoliticIt,Private,Online service,-1.0,-1.0,-1.0,,50,-1,http://politicit.com/,,PoliticIt
Phil Fish,,,-1.0,-1.0,-1.0,,-1,-1,,,Polytron
Portal A,Independent,Media Development and Production,-1.0,-1.0,-1.0,,53,-1,,,Portal A Interactive
"Portalarium, Inc.",Private,"Video game industry,Video games,Social network service,Social networking",-1.0,-1.0,-1.0,,-1,-1,https://www.shroudoftheavatar.com/?page_id=68618,,Portalarium
"PreSonus Audio Electronics, Inc.",,"Music technology,Music Technology,Music software,Music Software,Professional audio,Professional Audio",-1.0,-1.0,-1.0,,-1,1995,https://www.presonus.com/,,PreSonus
Precise Software Solutions,Private,Computer software,-1.0,-1.0,-1.0,,-1,-1,,,Precise Software
Precision Manuals Development Group,Software Developer,"Flight Simulator,Software",-1.0,-1.0,-1.0,,8,-1,https://pmdg.com/,,Precision Manuals Development Group
PrecisionHawk,Private,"Unmanned aerial vehicle,UAV Systems,Aerial survey,Aerial Survey",-1.0,-1.0,-1.0,,-1,-1,,,PrecisionHawk
Predixion Software,Subsidiary,Predictive Analytics Software,-1.0,-1.0,-1.0,,-1,2009,https://greenwavesystems.com/,,Predixion Software
PrepMe LLC,Test preparation,"Internet,Education",-1.0,-1.0,-1.0,,-1,-1,https://prepme.com/,,PrepMe
"Prime Computer, Inc.",Public,,-1.0,-1.0,-1.0,,-1,-1,,,Prime Computer
Pristine.io,Private,"Telepresence,Videoconferencing",-1.0,-1.0,-1.0,,20,-1,https://upskill.io/,,Pristine (company)
PrivateCore,Private,Encryption,-1.0,-1.0,-1.0,,-1,-1,https://privatecore.com/,,PrivateCore
Procore Technologies,Private,Construction Software,289200000.0,-1.0,-1.0,,1600,2003,https://www.procore.com/,,Procore
ProductCenter,,,-1.0,-1.0,-1.0,,-1,-1,https://essigplm.com/,,ProductCenter
"ProfitKey International, Inc.",Private,Software,-1.0,-1.0,-1.0,,-1,-1,https://www.profitkey.com/,,ProfitKey International
Proginet Corporation,Subsidiary,Enterprise Software,-1.0,-1.0,-1.0,,-1,-1,,,Proginet
Progress Software,Public,Computer software,397600000.0,-1.0,-1.0,,1500,-1,https://www.progress.com/,,Progress Software
ProofPilot,SaaS Company,"Research,Software as a service,Social Media,Healthcare",-1.0,-1.0,-1.0,,-1,-1,https://proofpilot.com/,,ProofPilot
"Proofpoint Systems, Inc.",Private,Cloud computing,-1.0,-1.0,-1.0,,-1,-1,https://ops1.com,,"Proofpoint Systems, Inc."
"Proofpoint, Inc.",Public,Security software,888200000.0,-1.0,-1.0,,3368,-1,,,"Proofpoint, Inc."
Proxicom,Private,Automotive Financial Services Retail & Consumer Goods Healthcare Technology & Media Government Energy & Utilities and Industrial Materials & Goods,-1.0,-1.0,-1.0,,-1,-1,,,Proxicom
PumpLinx,,,-1.0,-1.0,-1.0,,-1,-1,,,Pumplinx
Punchbowl.com,Private,Online invitations software,-1.0,-1.0,-1.0,,-1,-1,https://www.punchbowl.com/,,Punchbowl.com
Pypestream,,Enterprise Artificial Intelligence,-1.0,-1.0,-1.0,,-1,2015,,,Pypestream
Pyze,Private,"Software as a service,Saas,Monetization",-1.0,-1.0,-1.0,"Redwood City, California",-1,2013,,,Pyze
Q-Sensei Corp.,Private company,"Information technology,Search-based applications,Search engine technology,Search technology",-1.0,-1.0,-1.0,,-1,-1,https://www.qsensei.com/,,Q-Sensei
QAD Inc.,Public,Computer software,-1.0,-1.0,-1.0,,1950,-1,https://www.qad.com/,,QAD Inc.
QC Ware,,Quantum Computing,-1.0,-1.0,-1.0,,-1,2014,,,QC Ware
QIAGEN Silicon Valley,,software,-1.0,-1.0,-1.0,"Redwood City, California",-1,2003,https://www.qiagen.com/us/,,QIAGEN Silicon Valley
"Qarbon.com, Inc.",Private,Computer software,-1.0,-1.0,-1.0,,-1,-1,http://qarbon.com/,,Qarbon
Qlik,Private,"Business Intelligence,Business Analysis,Software Company",750000000.0,-1.0,-1.0,,2500,-1,,,Qlik
Quake Global,Private,Technology Telecommunications Location Intelligence,26200000.0,-1.0,-1.0,,-1,-1,,,Quake Global
"Qualys, Inc.",Public,"CyberSecurity Company,Network Security,IT Security,Information Security",321600000.0,-1.0,69300000.0,,0,-1,https://www.qualys.com/,,Qualys
"Quantapoint, Inc.",Private,"Laser scanning,3D Laser Scanning,Technology and Services",-1.0,-1.0,-1.0,,70,-1,,,Quantapoint
Quantum3D,,computer graphics,-1.0,-1.0,-1.0,,90,-1,,,Quantum3D
QuantumScape,private company,"Electric battery,Electric batteries",-1.0,-1.0,-1.0,,200,-1,https://www.quantumscape.com/,,QuantumScape
Quark,Private company,Computer software,-1.0,-1.0,-1.0,,-1,-1,,,Quark (company)
Quest AppAssure,Private,Software,-1.0,-1.0,-1.0,,-1,-1,https://www.quest.com/,,Quest AppAssure
Quest Software Inc,Private,Software,-1.0,-1.0,-1.0,,-1,-1,https://www.quest.com/,,Quest Software
"Quest Visual, Inc.",Private,Translation software,-1.0,-1.0,-1.0,,4,-1,http://questvisual.com/,,Quest Visual
"QuickBase, Inc.",Private,"Platform as a service,Digital transformation,Enterprise Software",-1.0,-1.0,-1.0,,314,1999,https://www.quickbase.com/,,"QuickBase, Inc."
Quid Inc.,Private,,-1.0,-1.0,-1.0,,125,-1,,,Quid Inc.
"QxBranch, Inc.",Privately held company,Computer software,-1.0,-1.0,-1.0,,15,-1,https://www.rigetti.com/,,QxBranch
REC Solar,Private,Solar Energy,-1.0,-1.0,-1.0,,125,-1,https://www.recsolar.com/,,REC Solar
"RW3 Technologies, Inc.",Privately held company,"Software,SaaS,consumer packaged goods",-1.0,-1.0,-1.0,,45,1992,,,RW3 Technologies
RadView Software,Public,"computer software,Software,Load testing",-1.0,-1.0,-1.0,,-1,-1,https://www.radview.com/,,RadView Software
Radiant Logic,Private,"Software,Computer software",-1.0,-1.0,-1.0,,-1,-1,https://www.radiantlogic.com/,,Radiant Logic
Radius,,Enterprise software,-1.0,-1.0,-1.0,,-1,-1,https://www.kabbage.com:443/,,Radius (software company)
Raima Sen,,,-1.0,-1.0,-1.0,,-1,-1,,,Raima
RainStor,Private,"Information Technology,Software",-1.0,-1.0,-1.0,,-1,-1,,,RainStor
Raindance Communications,"Subsidiary, private company","Telecommunication,s software and services",-1.0,-1.0,-1.0,,-1,-1,http://raindance.com/,,Raindance Communications
RallyPoint,Private,"Professional network service,Professional Networking",-1.0,-1.0,-1.0,,-1,-1,https://www.rallypoint.com/,,RallyPoint
Range Networks,,Telecommunications,-1.0,-1.0,-1.0,,30,-1,https://rangenetworks.com/,,Range Networks
RapidSOS,Startup Company,Public Safety Software,-1.0,-1.0,-1.0,,-1,-1,https://rapidsos.com/,,RapidSOS
"Raxco Software, Inc.",,Software,-1.0,-1.0,-1.0,,-1,1978,https://raxco.com/,,Raxco
Ray Dream Studio,,,-1.0,-1.0,-1.0,,-1,-1,,,"Ray Dream, Inc."
Raz-Lee Security,Private,Computer Software,-1.0,-1.0,-1.0,,-1,-1,https://www.razlee.com/,,Raz-Lee
"RazorThreat, Inc.",Private,"Network Security,Cyber Security",-1.0,-1.0,-1.0,,-1,-1,http://www.razorthreat.com/,,RazorThreat
ReServe Interactive,,Software,-1.0,-1.0,-1.0,,-1,-1,http://reserveinteractive.com/,,ReServe Interactive
Reaction Design,Privately held company,,-1.0,-1.0,-1.0,,0,-1,,,Reaction Design
Ready4,Private,,-1.0,-1.0,-1.0,,55,-1,https://www.ready4.com/,,Ready4
"RealNetworks, Inc.",Public,Software,-1.0,-1.0,-1.0,,1060,-1,https://www.realnetworks.com/,,RealNetworks
RealPage,,,-1.0,-1.0,-1.0,,-1,-1,,,RealPage
Recommind Inc.,Incorporated,"Information technology,Information access,Software,Legal technology",-1.0,-1.0,-1.0,,-1,-1,https://www.opentext.com/,,Recommind
Recondo Technology,Private,Software Technology,-1.0,-1.0,-1.0,,135,-1,https://www.waystar.com/,,Recondo Technology
"Recorded Future, Inc.",Privately Held,Cybersecurity,-1.0,-1.0,-1.0,,450,-1,https://www.recordedfuture.com/,,Recorded Future
Red Bend Software,Private,"Software,Communication systems,Information Technology",-1.0,-1.0,-1.0,,-1,-1,,,Red Bend Software
"Red Cedar Technology, Inc.",Private,"Multidisciplinary design optimization,Design Optimization,Computer-aided engineering,Software",-1.0,-1.0,-1.0,,-1,-1,http://redcedartech.com/,,Red Cedar Technology
Red Touch Media,,"Content Management,Delivery,Distribution",-1.0,-1.0,-1.0,,60,-1,https://www.redtouchmedia.com/,,Red Touch Media
Red Wing Software,,,-1.0,-1.0,-1.0,,-1,1979,,,Red Wing Software
"Redcort Software, Inc.",Private,Software,-1.0,-1.0,-1.0,,-1,-1,,,Redcort Software
"Rediker Software, Inc.",Private,,-1.0,-1.0,-1.0,,-1,-1,https://www.rediker.com/,,Rediker Software
RemObjects Software,Private company,Tools for Software Developers,-1.0,-1.0,-1.0,,-1,-1,https://www.remobjects.com/default.aspx,,RemObjects Software
Remedy Corporation,Subsidiary,Computer software,-1.0,-1.0,-1.0,,-1,-1,,,Remedy Corporation
Remember The Milk Inc.,,,-1.0,-1.0,-1.0,,-1,-1,https://www.rememberthemilk.com/,,Remember the Milk
RenderX,Private,Software development,-1.0,-1.0,-1.0,,-1,-1,http://www.renderx.com/,,RenderX
Replay Solutions,Private,Computer software,-1.0,-1.0,-1.0,,35,-1,http://replaysolutions.com/,,Replay Solutions
RepliWeb Inc.,Private,"software,Computer Software",-1.0,-1.0,-1.0,,-1,-1,,,RepliWeb
Research Frontiers Inc.,Public,Nanotechnology,-1.0,-1.0,-1.0,,-1,-1,https://www.smartglass.com/,,Research Frontiers
"RSi, Retail Solutions Inc",,software,-1.0,-1.0,-1.0,,400,-1,,,Retail Solutions Inc.
"Retina-X Studios, LLC.",Limited liability company,Software,-1.0,-1.0,-1.0,,-1,-1,http://www.retinax.com/,,Retina-X Studios
Revel Systems,,,-1.0,-1.0,-1.0,,-1,-1,https://revelsystems.com:443/,,Revel Systems
Revolution Prep,Test preparation,"Internet,Education,Tutoring",-1.0,-1.0,-1.0,,-1,-1,https://www.revolutionprep.com/,,Revolution Prep
rewardStyle,,Internet technology,-1.0,-1.0,-1.0,Dallas Texas,250,-1,https://about.rewardstyle.com/,,RewardStyle
The Reynolds and Reynolds Company,Private,,-1.0,-1.0,-1.0,,-1,1866,https://www.reyrey.com/,,Reynolds and Reynolds
RhythmOne plc,Public,Internet services,-1.0,-1.0,-1.0,,525,-1,,,RhythmOne
Ripcord Networks,,voice and video cryptographic security company,-1.0,-1.0,-1.0,"San Mateo, California",-1,2003,,,Ripcord Networks
"Ripple Labs, Inc.",Private,Computer software,-1.0,-1.0,-1.0,,548,-1,http://ripple.com/,,Ripple Labs
"RiskIQ, Inc.",,,-1.0,-1.0,-1.0,,-1,2009,https://www.riskiq.com/,,RiskIQ
Riverbank Laboratories,,,-1.0,-1.0,-1.0,,-1,-1,,,Riverbank Laboratories
Rocket Software Inc.,Private,Computer software,-1.0,-1.0,-1.0,,1400,-1,https://www.rocketsoftware.com/,,Rocket Software
Rocketium Technologies Pvt. Ltd.,Private,Video Editing and Video Marketing,-1.0,-1.0,-1.0,,-1,2015,https://rocketium.com/,,Rocketium
"Roper Technologies, Inc.",Public,"Conglomerate,Conglomerate",3238128000.0,842361000.0,538293000.0,,14236,-1,https://ropertech.com/,https://www.ropertech.com/,Roper Technologies
Rosetta Stone Inc.,Public,Software development,264600000.0,18400000.0,16100000.0,,1375,-1,https://www.rosettastone.com/,,Rosetta Stone (company)
"Rubicon Technologies, LLC",Private,"Waste Management,Recycling,Smart city,Smart Cities",-1.0,-1.0,-1.0,,-1,-1,https://rubicon.com/,,Rubicon Technology
RxAll Inc.,Private,Medical Technology,-1.0,-1.0,-1.0,United States,-1,2016,https://rxalldelivered.com/,,RxAll Inc.
SAS Institute Inc.,Private,Software,3100000000.0,-1.0,-1.0,,13939,-1,https://www.sas.com/en_us/home.html,,SAS Institute
SCVNGR,,,-1.0,-1.0,-1.0,,60,-1,,,SCVNGR
Seven Network,,,-1.0,-1.0,-1.0,,-1,-1,https://7plus.com.au/,,SEVEN Networks
SIOS Technology Corp.,Privately Held,,-1.0,-1.0,-1.0,,-1,1999,,,SIOS Technology Corp.
SLI Systems,Acquired,"Software,eCommerce",-1.0,-1.0,-1.0,,-1,-1,https://www.sli-systems.com/,,SLI Systems
"SPS Commerce, Inc.",Public,Technology – application software,-1.0,-1.0,-1.0,,1217,-1,,,SPS Commerce
SS&C Advent,Subsidiary,Application software,-1.0,-1.0,-1.0,,1209,-1,,,SS&C Advent
"SS&C Technologies, Inc.",Public,"Financial Technology,Software,Software Products",6360000000.0,-1.0,-1.0,,22600,-1,https://www.ssctech.com/,https://www.ssctech.com/about-us/careers/recent-graduates,SS&C Technologies
ST Robotics,,manufacturing,-1.0,-1.0,-1.0,"Cambridge, England",-1,1981,,,ST Robotics
SWsoft,Privately held company,"Computer,software",-1.0,-1.0,-1.0,,900,-1,,,SWsoft
"Sage Intacct, Inc",Subsidiary,Software,-1.0,-1.0,-1.0,,-1,-1,,,Sage Intacct
"salesforce.com, inc.",Public,"Cloud computing,Software",17100000000.0,297000000.0,126000000.0,,49000,-1,https://www.salesforce.com/?bc=HL,,Salesforce
SalesforceIQ,,Customer Relationship Management,-1.0,-1.0,-1.0,,128,-1,https://www.salesforce.com/solutions/essentials/?mc=sfiq&bc=HL,,SalesforceIQ
"SALVAGEDATA Recovery, Inc.",Private,"Data Recovery,digital forensics,Digital Forensics,eDiscovery",-1.0,-1.0,-1.0,,-1,2003,,,SalvageData
Sanctuary,Private,Astrology,-1.0,-1.0,-1.0,,-1,-1,,,Sanctuary (app)
Sansar,,,-1.0,-1.0,-1.0,,-1,-1,https://www.sansar.com/,,Sansar (video game)
Sauce Labs,Enterprise software,Software industry,-1.0,-1.0,-1.0,,-1,2008,https://saucelabs.com/,,Sauce Labs
"Sawtooth Software, Inc.",Private,Research Software,-1.0,-1.0,-1.0,,-1,-1,https://sawtoothsoftware.com/,,Sawtooth Software
Scaleform Corporation,Subsidiary,"Video game industry,Video games",-1.0,-1.0,-1.0,,30,-1,https://www.autodesk.com/,,Scaleform Corporation
Scality,Private,"Information technology,Computer data storage,data storage",-1.0,-1.0,-1.0,,210,-1,,,Scality
"Scalyr, Inc.",Privately held company,Enterprise software,-1.0,-1.0,-1.0,,-1,-1,https://scalyr.com/,,Scalyr
SA International,Private,Computer software,-1.0,-1.0,-1.0,,-1,-1,https://www.thinksai.com/,,Scanvec Amiable FlexiSign
SciTegic,,software,-1.0,-1.0,-1.0,San Diego,-1,1999,,,SciTegic
Scientific Computer Applications Inc.,Private company,Scientific Software,-1.0,-1.0,-1.0,,-1,-1,http://scaitul.com/,,Scientific Computer Applications
Seagate Technology PLC,Public limited company,"Computer data storage,Computer storage",10358000000.0,1054000000.0,1092000000.0,"Cupertino, California Dublin Ireland",41000,-1,https://www.seagate.com/,,Seagate Software
"Sealevel Systems, Inc.",Private,Hardware & software,-1.0,-1.0,-1.0,,-1,-1,https://www.sealevel.com/,,Sealevel Systems
Search Technologies Corp.,Private,"Information technology,Information access",-1.0,-1.0,-1.0,,-1,-1,,,Search Technologies
"Securus Technologies, Inc.",Private,"Corrections,telecommunications",-1.0,-1.0,-1.0,,1000,1986,https://securustech.net/,,Securus Technologies
SeeClickFix,Private,Information technology,-1.0,-1.0,-1.0,,-1,-1,https://seeclickfix.com/,,SeeClickFix
Seer Systems,,software,-1.0,-1.0,-1.0,,-1,1979,http://seersystems.com/,,Seer Systems
"Seismic Micro-Technology, Inc.",Incorporated,"Energy,Geoscience,Software",-1.0,-1.0,-1.0,,-1,-1,,,Seismic Micro-Technology
SelfCAD,,,-1.0,-1.0,-1.0,,-1,-1,https://www.selfcad.com/,,SelfCAD
"Semantic AI, Inc.",Private,Software company,-1.0,-1.0,-1.0,,0,-1,https://www.semantic-ai.com/,,Semantic Research
"Semantria, Inc.",,Software,-1.0,-1.0,-1.0,,-1,-1,https://www.lexalytics.com/,,Semantria
Sendmail,,,-1.0,-1.0,-1.0,,-1,-1,https://www.proofpoint.com/us,,"Sendmail, Inc."
"Sensage, Inc.",,Enterprise Security,-1.0,-1.0,-1.0,,-1,-1,http://sensage.com/,,Sensage
Serena Software Inc.,Subsidiary,"Computer software,Application lifecycle management,IT management",219000000.0,-1.0,-1.0,,400,-1,,,Serena Software
"ServiceNow, Inc.",Public,Enterprise software,-1.0,-1.0,-1.0,"Santa Clara, California",11000,-1,https://www.servicenow.com/,https://www.servicenow.com/careers.html,ServiceNow
ShipWorks,,E-commerce,-1.0,-1.0,-1.0,,-1,-1,,,ShipWorks
ShopKeep,Private,Point of sale,-1.0,-1.0,-1.0,,200,-1,https://shopkeep.com/,,ShopKeep
Shopkick,,"Media,Media",-1.0,-1.0,-1.0,,-1,-1,,,Shopkick
Siebel CRM Systems,,"Software,Programming language,programming",-1.0,-1.0,-1.0,,5036,1993,,,Siebel Systems
SignalDemand,Privately held,"Price optimization,Margin optimization,for large manufacturers",-1.0,-1.0,-1.0,,-1,-1,,,SignalDemand
SignalFx,Private,,-1.0,-1.0,-1.0,,200,2013,https://www.splunk.com/en_us/investor-relations/acquisitions/signalfx.html,,SignalFx
Silicon Graphics International Corp.,Public,Diversified computer systems,-1.0,-1.0,-1.0,,-1,-1,,,Silicon Graphics International
"SilkRoad Technology, Inc.",Corporation,"Human resources,software",-1.0,-1.0,-1.0,,300,-1,,,"SilkRoad, Inc."
Simple Energy,Private,"Software industry,Software",-1.0,-1.0,-1.0,,50,-1,,,Simple Energy
Simulia,,,-1.0,-1.0,-1.0,,-1,-1,https://www.3ds.com/,,Simulia (company)
"Singlewire Software, LLC",,,-1.0,-1.0,-1.0,,-1,2009,,,Singlewire Software
Sitrion,Private,,-1.0,-1.0,-1.0,,85,-1,https://www.limeade.com/en/,,Sitrion
Skyhook,,,-1.0,-1.0,-1.0,,75,-1,https://www.skyhook.com/,,Skyhook Wireless
"Skytap, Inc.",Private company,,-1.0,-1.0,-1.0,,100,-1,,,Skytap
Skyward,Corporation,Enterprise software,-1.0,-1.0,-1.0,,-1,1980,https://www.skyward.com/,,Skyward
"Slack Technologies, Inc.",Public,"Internet,Video game industry,video games",401000000.0,-1.0,141000000.0,,1664,-1,https://slack.com/,https://slack.com/careers,Slack Technologies
Slice,Private,,-1.0,-1.0,-1.0,,-1,2010,https://slicelife.com/,,Slice (app)
Slyce Inc.,Private,Visual search recognition technology,-1.0,-1.0,-1.0,,-1,-1,,,Slyce
"SmartBear Software, Inc.",Computer Software,Technology,-1.0,-1.0,-1.0,,650,2009,https://smartbear.com/,,SmartBear Software
Smartface Inc.,Private,"Software industry,Software",-1.0,-1.0,-1.0,,20,-1,https://smartface.io/,,Smartface
Smartsheet Inc.,Public,,-1.0,-1.0,-1.0,,1588,2006,https://www.smartsheet.com/,,Smartsheet Inc.
Snagajob,Private,Online staffing platform,-1.0,-1.0,-1.0,,-1,-1,https://www.snagajob.com/,,Snag (website)
Snapforce CRM,Private,Software as a Service,-1.0,-1.0,-1.0,,-1,-1,https://www.snapforce.com/,,Snapforce CRM
Snappy Gifts,Private company,"Internet,Enterprise software,Application software,Apps,Human resources,Gift card,Gift Cards",-1.0,-1.0,-1.0,New York City,-1,2015,https://www.meetsnappy.com/,,Snappy Gifts
"SocialChorus, Inc.",Private,Software,-1.0,-1.0,-1.0,,150,2008,,,"SocialChorus, Inc."
"SocialFlow, Inc.",,Internet,-1.0,-1.0,-1.0,,-1,-1,,,SocialFlow
Socialtext,Private,,-1.0,-1.0,-1.0,,-1,-1,,,Socialtext
"SofTech, Inc.",accquired,"Computer-aided design,Computer-aided manufacturing,Product life cycle management,Software",-1.0,-1.0,-1.0,,-1,-1,https://essigplm.com/,,SofTech
"Software Shelf International, Inc.","Computer software development, sales and support.","Software industry,Software",-1.0,-1.0,-1.0,,15,-1,http://softwareshelf.com/,,Software Shelf International
SoGoSurvey,,Online survey services,-1.0,-1.0,-1.0,,-1,-1,https://www.sogosurvey.com/,,Sogosurvey
SolarWinds Inc.,Public,Software,938500000.0,-1.0,-1.0,,2500,-1,https://www.solarwinds.com/,,SolarWinds
Solid Documents Limited,Private,Software,-1.0,-1.0,-1.0,,-1,-1,https://www.soliddocuments.com/,,Solid Documents
Solido Design Automation Inc.,Private,Software & Programming,-1.0,-1.0,-1.0,,-1,-1,https://www.mentor.com/products/ic_nanometer_design/solido-solutions/,,Solido Design Automation
SoloPower Systems Inc.,Private,Solar Energy,-1.0,-1.0,-1.0,,-1,-1,http://solopower.com/,,SoloPower Systems
Sonic Focus (part of [[Synopsys]]),,"Audio technology,Audio engineering",-1.0,-1.0,-1.0,,-1,-1,,,Sonic Focus
Sonic Foundry Inc.,,Information technology and services,-1.0,-1.0,-1.0,,250,-1,https://sonicfoundry.com/,,Sonic Foundry
Sonic Reality,Private company,Computer software,-1.0,-1.0,-1.0,,-1,-1,https://sonicreality.com/,,Sonic Reality
Sonic Solutions,Public,"Software industry,Software",110220000.0,-1.0,-1.0,,700,-1,https://www.roxio.com/en/,,Sonic Solutions
SonicWall Inc,private company,"Network security,security appliance,Internet security,WAN optimization",265000000.0,-1.0,-1.0,,1600,-1,,,SonicWall
Sopheon,Public,Computer software,-1.0,-1.0,-1.0,,-1,-1,,,Sopheon
Sorcim,Private,Software,-1.0,-1.0,-1.0,,-1,1980,,,Sorcim
Sorenson Media,Private,Computer software,-1.0,-1.0,-1.0,,-1,-1,http://sorensonmedia.com/,,Sorenson Media
SourceClear,,,-1.0,-1.0,-1.0,,-1,2013,https://app.sourceclear.io:443/login,,SourceClear
"SourceHOV, Inc.",Private,"Software,information technology",-1.0,-1.0,-1.0,,16000,-1,https://www.exelatech.com/,,SourceHOV
Space Micro Inc.,Private,Aerospace,-1.0,-1.0,-1.0,,120,-1,https://www.spacemicro.com/,,Space Micro Inc
Spatial Corp.,Private,Computer software,-1.0,-1.0,-1.0,,-1,-1,https://www.spatial.com,,Spatial Corp
SpectSoft,,software,-1.0,-1.0,-1.0,"Oakdale, California Oakdale Stanislaus County, California",-1,1997,,,SpectSoft
"Spectral Genomics, Inc.","Private, acquired by ",Health Sciences,-1.0,-1.0,-1.0,,-1,-1,http://spectralgenomics.com/,,Spectral Genomics
"SpeechFX, Inc.",Private,,-1.0,-1.0,-1.0,,-1,-1,http://www.speechfxinc.com/,,SpeechFX
Spiral Universe,Privately held,Educational software,-1.0,-1.0,-1.0,,-1,-1,,,Spiral Universe
SplendidCRM,Private,CRM Software,-1.0,-1.0,-1.0,,0,2005,http://splendidcrm.com/,,SplendidCRM
Splice,,Software,-1.0,-1.0,-1.0,,-1,-1,,,Splice (platform)
Splunk Inc.,Public,,2360000000.0,287140000.0,336000000.0,,0,-1,https://www.splunk.com/,https://www.splunk.com/en_us/careers/university-recruiting.html,Splunk
Spring Framework,,,-1.0,-1.0,-1.0,,-1,-1,https://spring.io/,,Spring (application)
SQLstream,,,-1.0,-1.0,-1.0,,-1,-1,https://sqlstream.com/,,Sqlstream
Square 9 Softworks,,"Computer Software,Information Technology,Document automation,Business Automation",-1.0,-1.0,-1.0,,-1,-1,,,Square 9 Softworks
Stackify,Private enterprise,Software,-1.0,-1.0,-1.0,,-1,-1,,,Stackify
StarWind Software Inc.,Commercial,Computer software,-1.0,-1.0,-1.0,,-1,-1,https://www.starwindsoftware.com/,,StarWind Software
Starfish Software,"
*1998–2003: Subsidiary of ","Wireless,software",-1.0,-1.0,-1.0,,-1,-1,,,Starfish Software
