Rank,name,website,students_careers_url,industry,type,founded,num_employees,Revenue(in millions),Profit(in millions),hq_location
210,Sonic Solutions,sonicsolutionsusa.com,http://www.sonicsolutionsusa.com/contact.html,Software,Public,1987,700,110,-,"Novato, CA"
211,Roxio,roxio.com,https://www.roxio.com/en/pages/coupons/,Software,Private,2001,500,9,-,"Santa Clara, CA"
212,Sony Creative Software Inc.,sonycreativesoftware.com,https://www.sonyjobs.com/internships.html,Software,Private,2003,200,8,-,
213,Salesforce Marketing Cloud,marketingcloud.com,https://www.salesforce.com/company/careers/,Automobiles,Public,2000,1800,292,-,"San Francisco, CA"
214,Wind River Systems Inc.,windriver.com,https://windriver.com/careers/,Other,Private,1981,1800,360,-,"Alameda, CA"
215,"NGP VAN, Inc.",ngpvan.com,https://www.ngpvan.com/careers,"Software,Consulting,Database,Networking",Private,2001,190,28.9,-,"Washington, D.C."
216,Pegasystems Inc.,pega.com,https://www.pega.com/about/careers,Software,Public,1983,5000,892,-,"Cambridge, MA"
217,UiPath Inc.,uipath.com,https://www.uipath.com/company/careers,"Artificial Intelligence,Automobiles",Private,2005,2800,400,-,"New York, NY"
218,Namely,namely.com,https://www.namely.com/careers/,Other,Private,2012,500,40,-,"New York, NY"
219,Blue Marble Geographics,bluemarblegeo.com,https://www.bluemarblegeo.com/about-us/careers.php,Software,Private,2004,22,19.2,-,"Indianapolis, IN"
220,"Motus, LLC",motus.com,https://www.motus.com/careers/,Other,Private,2004,200,78.1,-,"Boston, MA"
221,TubeMogul Inc.,tubemogul.com,https://angel.co/company/tubemogul/jobs,Social media,Private,2007,577,181,-,"Emeryville, CA"
222,Epic Systems Corporation,epic.com,https://careers.epic.com/,"Software,Consulting,Pharmaceuticals",Private,1979,10000,"2,900.00",-,"Verona, WI"
223,"Bullhorn, Inc.",bullhorn.com,https://www.bullhorn.com/careers/,Consulting,Private,1999,950,220,-,"Boston, MA"
224,Verint Systems Inc.,verint.com,https://www.verint.com/careers/,"Software,Consulting,Data Analytics,Multimedia",Public,1994,3900,"1,140.00",-,"Huntington, NY"
225,PandaDoc,pandadoc.com,https://www.pandadoc.com/careers/,Software,Private,2013,225,18.5,-,"San Francisco, CA"
226,"PlanGrid, Inc.",plangrid.com,https://jobs.lever.co/plangrid/,Other,Private,2012,450,70,-,"San Francisco, CA"
227,TechChange,techchange.org,https://www.techchange.org/careers/communications-and-marketing-fellow/,Other,Private,2010,50,-,-,"Washington, DC"
228,GotoBus,gotobus.com,https://www.gotobus.com/aboutus/employment/,"Software,Travel",Private,2002,25,18.2,-,"Cambridge, MA"
229,MartianCraft,martiancraft.com,https://martiancraft.com/careers.html,Software,Private,2010,50,4,-,"Fairfax, Virginia"
230,ZeroFOX,zerofox.com,https://www.zerofox.com/careers/,"Consulting,Security",Private,2013,150,49.6,-,"Baltimore, MD"
231,Slice,slicelife.com,https://slicelife.com/pages/careers,Other,Private,2010,496,134,-,
232,Socialtext,socialtext.com,https://www.mckinsey.com/careers/students,Other,Private,2002,50,9,-,"Palo Alto, CA"
233,CivicPlus,civicplus.com,https://www.civicplus.com/careers,"Software,Networking",Private,1998,500,45,-,"Manhattan, KS"
234,UserVoice,uservoice.com,https://uservoice.com/about/#join-us,Software,Private,2008,30,116,,"San Francisco, CA"
235,Conversocial,conversocial.com,https://www.conversocial.com/about/careers,Software,Private,2009,70,10,-,"New York City, NY"
236,Ivanti,ivanti.com,https://www.ivanti.com/company/careers,"Software,Consulting,Security",Private,1985,1700,500,-,"South Jordan, UT"
237,Loggly,loggly.com,https://www.loggly.com/about/careers/,Software,Private,2009,50,324,-,"San Francisco, CA"
238,Kronos Incorporated,kronos.com,https://www.kronos.com/about-us/careers,Other,Private,1977,6000,"1,430.00",-,"Lowell, MA"
239,Help Scout,helpscout.com,https://www.helpscout.com/company/careers/,Software,Private,2011,100,15.1,-,"Boston, MA"
240,"Talkdesk, Inc.",talkdesk.com,https://www.talkdesk.com/careers/,Software,Private,2011,930,39,-,"San Francisco, CA"
241,"Oceanhouse Media, Inc.",oceanhousemedia.com,http://www.oceanhousemedia.com/about/,Software,Private,2009,10,"4,400.00",-,"Westerly, Rhode Island"
242,Letgo,letgo.com,https://we.letgo.com/careers,Software,Private,2015,250,38.4,-,"New York, NY"
243,PGP Corporation,pgp.com,https://www.pgcareers.com/,Software,Private,2002,225,50,-,"Menlo Park, CA"
244,Swiftype,swiftype.com,https://swiftype.com/jobs,"Software,Consulting",Private,2012,40,1,-,"San Francisco, CA"
245,Fishbowl Inventory,fishbowlinventory.com,https://www.fishbowlinventory.com/about/careers/,Software,Private,2001,150,12,-,"Alexandria, VA"
246,ChannelAdvisor,channeladvisor.com,https://www.channeladvisor.com/careers/,E-Commerce,Public,2001,640,130,-,
247,"Swappa, LLC",swappa.com,https://swappa.com/blog/swappa-is-hiring-moderators-q3/,E-Commerce,Private,2010,40,895,-,"Kansas City, Missouri"
248,"OSIsoft, LLC",osisoft.com,https://www.osisoft.com/about-osisoft/careers/,Software,Private,1980,1300,330,-,"San Leandro, CA"
249,EnterpriseDB Corporation,enterprisedb.com,https://www.enterprisedb.com/,"Software,Database",Private,2004,50,21.5,-,"Bedford, MA"
250,QIAGEN Silicon Valley,qiagen.com,https://corporate.qiagen.com/careers/,Software,Private,2003,1000,"1,530.00",-,"Redwood City, California"
251,Coupa Software Inc.,coupa.com,https://www.coupa.com/careers/,"Software,Networking",Private,2006,2000,390,-,"San Mateo, CA"
252,"Coursera, Inc.",about.coursera.org,https://about.coursera.org/careers/,Other,Private,2012,1790,140,-,"Mountain View, CA"
253,Sorenson Media,sorensonmedia.com,https://www.sorensonimpact.com/job-opportunities,Software,Private,1995,40,11.3,-,
254,"ThoughtSpot, Inc.",thoughtspot.com,https://www.thoughtspot.com/careers,Data Analytics,Private,2012,580,100,-,"Sunnyvale, CA"
255,MindTouch Responsive,mindtouch.com,https://mindtouch.com/about/careers,Other,Private,2005,200,10,-,"San Diego, CA"
256,Dynamic Yield,dynamicyield.com,https://www.dynamicyield.com/careers/,"Software,Networking",Private,2011,250,500,-,New York City
257,Stackify,stackify.com,https://stackify.com/careers/,Software,Private,2012,40,"2,200.00",-,"Leawood, Kansas, United States"
258,Mixamo Inc.,mixamo.com,https://www.mixamo.com/,Multimedia,Private,2008,20,291,-,"San Francisco, CA"
259,Wikispaces,wikispaces.com,https://nraas.wikispaces.com/Careers,Other,Private,2005,10,-,-,"San Francisco, CA"
260,Networked Insights,networkedinsights.com,https://networkedinsights.com/careers/,Data Analytics,Private,2006,150,2,-,
261,Videology,videologygroup.com,https://videologygroup.com/,"Software,Social media",Private,2007,300,300,-,New York City
262,DotNetNuke,dnnsoftware.com,https://www.dnnsoftware.com/about/careers,Other,Private,2006,10,105,-,"Austin, TX"
263,Hiveage,hiveage.com,https://www.hiveage.com/careers/,Other,Private,2014,50,440,-,"Boston, MA"
264,"DataViz, Inc.",dataviz.com,dataviz.com,Software,Private,1984,50,5,-,"Milford, CT"
265,Dreambox Learning,dreambox.com,https://www.dreambox.com/careers,Software,Private,2006,275,46,-,"Bellevue, WA"
266,"Entrust, Inc.",entrust.com,https://www.entrust.com/careers,"Consulting,Networking",Private,1994,350,800,-,"Addison, TX"
267,Zeta Interactive Corp.,zetaglobal.com,https://zetaglobal.com/about/#careers,Consulting,Private,2007,1300,400,-,"New York, NY"
268,InMarket,inmarket.com,https://inmarket.com/careers/,Software,Private,2010,100,100,-,"Los Angeles, CA"
269,Naviance,naviance.com,https://www.naviance.com/,Software,Private,2002,150,137,-,"Arlington, Virginia"
270,Conductor,conductor.com,https://www.conductor.com/careers/,Consulting,Private,2006,450,34,-,
271,"MRI Software, LLC",mrisoftware.com,https://www.mrisoftware.com/about/careers/,"Software,Distributed Systems",Private,1971,2000,300,-,"Solon, OH"
272,Quest Software Inc,quest.com,https://www.quest.com/company/careers.aspx,Software,Private,1987,2750,500,-,"Aliso Viejo, CA"
273,IdeaScale,ideascale.com,https://ideascale.com/ideascale-careers/,Software,Private,2009,50,10.4,-,"Berkeley, CA"
274,Concentric Sky,concentricsky.com,https://www.concentricsky.com/team/careers,Other,Private,2005,90,4,-,"Eugene, OR"
275,"Bluebeam, Inc.",bluebeam.com,https://www.bluebeam.com/communities/education/,Software,Private,2002,500,40.4,-,"Pasadena, CA"
276,"Glooko, Inc",glooko.com,https://www.glooko.com/careers/,Software,Private,2011,170,24.2,-,"Mountain View, CA"
277,"Knewton, Inc.",knewton.com,https://www.knewton.com/,Software,Private,2008,150,381,-,"New York, NY"
278,Digital Guardian,digitalguardian.com,https://digitalguardian.com/about/careers,"Consulting,Security",Private,2003,375,74.7,-,"Waltham, MA"
279,Enthought,enthought.com,https://www.enthought.com/careers/,Software,Private,2001,80,39.3,-,"Austin, TX"
280,"Mariner Software, Inc.",marinersoftware.com,https://marinersoftware.com/,Software,Private,1990,50,7,-,"Minneapolis, MN"
281,"Nanex, LLC",nanex.net,http://www.nanex.net/careers.html,Software,Private,2000,8,"1,600.00",-," Winnetka, IL"
282,Citrix Online,citrixonline.com,https://www.citrix.com/careers/university-recruiting/,Software,Private,1997,8200,"3,010.00",629,"Santa Barbara, California Santa Barbara California"
283,Code42,code42.com,https://www.code42.com/careers/,Software,Private,2001,500,100,-,"Minneapolis, MN"
284,Pertino,cradlepoint.com,https://cradlepoint.com/about-us/careers/,Software,Private,2011,100,20,-,"Los Gatos, CA"
285,Zimperium,zimperium.com,https://www.zimperium.com/company#jobs,"Software,Consulting,Security",Private,2010,180,36.1,-,"Dallas, TX"
286,Quark,quark.com,https://www.quark.com/about/careers/,Software,Private,1981,250,100,-,"Denver, CO"
287,Rocket Software Inc.,rocketsoftware.com,https://www.rocketsoftware.com/rocket-jobs,Software,Private,1990,1400,450,-,"Waltham, MA"
288,Vocus,vocus.com,https://www.vocus.com.au/careers,Software,Private,2008,1200,187,-,
289,mLab,mlab.com,https://mlab.com/,"Software,Distributed Systems,Database",Private,2011,36,118,64.9,"San Francisco, CA"
290,SirsiDynix,sirsidynix.com,https://www.sirsidynix.com/careers/,Software,Private,1979,350,125,-,"Lehi, UT"
291,WSO2,wso2.com,https://wso2.com/careers/,Other,Private,2005,600,109,-,"Mountain View, CA"
292,Scality,scality.com,https://www.scality.com/careers/,"Software,Consulting,Database",Private,2009,210,61,-,"San Francisco, CA"
293,Hitachi Data Systems,hitachivantara.com,https://www.hitachivantara.com/en-us/company/careers.html,"Software,Consulting,Database,Electronics",Private,1989,6300,88.4,-,
294,"Quest Visual, Inc.",questvisual.com,https://www.quest.com/company/careers.aspx,Software,Private,2009,4,13.4,-,"San Francisco, CA"
295,"Monetate, Inc.",monetate.com,https://monetate.com/about/careers/,"Software,Consulting,Networking",Private,2008,220,2,-,"New York City, NY"
296,"QuickBase, Inc.",quickbase.com,https://www.quickbase.com/about-us/careers,"Software,Consulting",Private,1999,315,125,-,"Cambridge, MA"
297,MobileIron,mobileiron.com,https://www.mobileiron.com/en/company/careers,"Consulting,Security",Public,2007,960,205,-,"Mountain View, CA"
298,"ServiceNow, Inc.",servicenow.com,https://www.servicenow.com/careers.html,Software,Public,2003,11000,"3,460.00",-,"Santa Clara, California"
299,Parasoft,parasoft.com,https://www.parasoft.com/company/careers/,Software,Private,1987,250,60.4,-,"Monrovia, CA"
300,Cambridge Semantics,cambridgesemantics.com,https://www.cambridgesemantics.com/about-us/careers/,Software,Private,2007,100,13.8,-,"Boston, MA"
301,Web.com,web.com,https://www.web.com/about-us/careers,Other,Private,1999,3500,"1,210.00",-,
302,Veritas Technologies LLC,veritas.com,https://www.veritas.com/company/careers,Other,Private,1993,7000,"2,600.00",-,"Santa Clara, CA"
303,Clarifai,clarifai.com,https://www.clarifai.com/careers,Software,Private,2013,90,41.3,-,"New York, NY"
304,GoodData,gooddata.com,https://www.gooddata.com/company/careers,Software,Private,2007,290,200,-,"San Francisco, CA"
305,EVRYTHNG,evrythng.com,https://apply.workable.com/evrythng/,Other,Private,2011,80,47.3,-,"New York City, London and San Francisco"
306,"Emplify, Inc.",emplify.com,https://amplify.com/careers/,Software,Private,2011,50,68.6,-,"Fishers, Indiana"
307,"SumTotal Systems, Inc.",sumtotalsystems.com,https://www.sumtotalsystems.com/,Software,Public,1985,950,161,-,"Gainesville, FL"
308,"Magoosh, Inc.",magoosh.com,https://magoosh.com/careers/,Networking,Private,2009,50,10,-,"Berkeley, CA"
309,NetDocuments,netdocuments.com,https://www.netdocuments.com/,Software,Private,1999,160,31.8,-,"Orem, UT"
310,"IceWarp, Inc.",icewarp.com,https://www.icewarp.com/segments/education/,"Software,Consulting,Networking,Security",Private,1998,180,9,-,"Springfield, VA"
311,RightSignature,rightsignature.com,https://jobs.citrix.com/,Other,Private,2009,100,1,-,"Santa Barbara, CA"
312,ZipBooks,zipbooks.com,https://zipbooks.com/careers/,Other,Private,2015,40,78.6,-,"Lehi, UT"
313,Thryv,thryv.com,https://corporate.thryv.com/careers/,Software,Public,2013,2400,240,-,North Carolina
314,"Dejal Systems, LLC",dejal.com,https://www.dea.gov/student-entry-level-careers,Software,Private,1991,250,1,-,"Portland, OR"
315,RallyPoint,rallypoint.com,https://www.rallypoint.com/topics/jobs,Networking,Private,2012,150,"1,700.00",-,"Boston, MA"
316,BetterCloud,bettercloud.com,https://www.bettercloud.com/careers/,"Software,Networking",Private,2011,280,50,-,"New York, NY"
317,Inedo,inedo.com,https://inedo.com/company/career-culture,"Software,Consulting",Private,2007,320,3,-,"Upper Berea, OH"
318,Vertica,vertica.com,https://www.vertica.com/about/careers/,Database,Private,2005,275,550,-,"Cambridge, MA"
319,Borland Software Corporation,borland.com,https://jobs.microfocus.com/,Software,Private,1983,1100,172,-,"Austin, TX"
320,BroadSoft Inc.,broadsoft.com,https://www.cisco.com/c/en/us/about/careers.html,"Software,Networking",Private,1998,1600,341,15.5,"Gaithersburg, MD"
321,Ready4,ready4.com,https://www.ready4.com/careers,Other,Private,2013,60,9,-,"Boston, MA"
322,Skyward,skyward.com,https://www.skyward.com/working-for-skyward,Software,Private,1980,200,126,-,"Stevens Point, WI"
323,Lucidworks Inc.,lucidworks.com,https://lucidworks.com/careers/opportunities/,"Software,Consulting,Networking",Private,2007,200,96.7,-,"San Francisco, CA"
324,"Rediker Software, Inc.",rediker.com,https://www.rediker.com/about-us/careers,Other,Private,1980,100,18,-,"Hampden, MA"
325,"Support.com, Inc.",support.com,https://corporate.support.com/careers/,"Software,Networking",Public,1997,1200,60.1,-,"Sunnyvale, CA"
326,"SocialFlow, Inc.",socialflow.com,https://www.socialflow.com/company/,Networking,Private,2009,50,35,-,"New York, NY"
327,"Prolexic Technologies, now part of Akamai",prolexic.com,https://www.akamai.com/us/en/about/careers/,"Software,Consulting",Private,2003,"7,650","2,890.00",478,Florida
328,Condusiv Technologies,condusiv.com,https://condusiv.com/about/careers/,Software,Private,1981,250,32.2,-,"Austin, TX"
329,SCVNGR,scvngr.com,https://careers.grubhub.com/,Other,Private,2008,60,27.4,-,"Cambridge, MA"
330,Widen,widen.com,https://www.widen.com/careers,Other,Private,1948,150,21.6,-,"Madison, United States of America"
331,TheBrain Technologies,thebrain.com,https://www.thebrain.com/careers,Software,Private,1998,450,1,-,
332,"Cockroach Labs, Inc.",cockroachlabs.com,https://www.cockroachlabs.com/careers/,Software,Private,2015,150,27,-,New York City
333,"Telligent, A Verint Company",telligent.com,https://www.telligent.com/about/join-us/,"Software,Networking",Private,2004,100,31,-,"Dallas, TX"
334,"Booker Software, Inc.",booker.com,https://www.booker.com/careers/listing/qa,Other,Private,2007,270,56,-,"New York City, NY"
335,"Pingboard, Inc.",pingboard.com,https://pingboard.com/careers,Software,Private,2013,11,"3,200.00",-,"Austin, TX"
336,SAP Ariba,ariba.com,https://www.ariba.com/about/sap-ariba-careers,"Software,Networking",Private,1996,3640,335,-,"Palo Alto, CA"
337,"Jack Henry & Associates, Inc.",jackhenry.com,https://careers.jackhenry.com/,Other,Public,1976,6500,"1,540.00",392,"Monett, MO"
338,Univa Grid Engine Software,univa.com,https://www.univa.com/about/careers.php,Other,Private,2000,5000,10,-,"Troy, MI"
339,Claris International Inc.,claris.com,https://www.claris.com/company/,Software,Private,1998,300,13,-,"Santa Clara, CA"
340,InterSystems,intersystems.com,https://www.intersystems.com/who-we-are/careers/,Software,Private,1978,1800,720,-,"Cambridge, MA"
341,"Figure 53, LLC",figure53.com,https://figure53.com/,"Software,Multimedia",Private,2006,37600,92.7,-,"Baltimore, Maryland"
342,Radius,radius.com,https://www.kabbage.com/company/careers/,Software,Private,2009,400,173,-,"Waltham, MA"
343,GoGuardian,goguardian.com,https://www.goguardian.com/careers/,Software,Private,2014,230,33.5,-,
344,Iteris Inc.,iteris.com,https://www.iteris.com/careers,Other,Public,2004,360,114,-,"Santa Ana, CA"
345,Fetch Softworks,fetchsoftworks.com,https://fetchsoftworks.com/,Software,Private,1989,100,571,-,"Etna, New Hampshire"
346,RapidSOS,rapidsos.com,https://rapidsos.com/careers/,Software,Private,2012,120,44.1,-,"New York, NY"
347,"Kerio Technologies, Inc.",kerio.com,http://www.kerio.com/company/careers,"Software,Consulting,Networking,Security",Private,1997,200,"1,270.00",-,"San Jose, CA"
348,"Infogix, Inc.",infogix.com,https://www.infogix.com/careers/,"Software,Consulting",Private,1982,455,64.6,-,"Naperville, IL"
349,CoverMyMeds,covermymeds.com,https://experience.covermymeds.com/,Pharmaceuticals,Private,2008,1000,208,-,"Columbus, OH"
350,"Enigma Technologies, Inc.",enigma.com,https://enigma.com/careers/openings,"Software,Networking",Private,2011,75,30,-,"New York, NY"
351,Publicis Sapient,publicissapient.com,https://careers.publicissapient.com/students,Other,Public,1990,20000,"1,310.00",125,"Boston, MA"
352,SA International,thinksai.com,https://www.thinksai.com/careers,Software,Private,1978,3500,106,142,
353,FellowshipOne,fellowshipone.com,https://www.fellowshipone.com/careers/,Software,Private,2003,100,11,-,
354,Atlas Games,atlas-games.com,https://atlas-games.com/jobs,Other,Private,1990,270,9,-,"Saint Paul, MN"
355,InterCall,intercall.com,http://www.intercallapac.com/about-us/careers-test.php,"Software,Networking",Private,1991,4000,"2,690.00",-,"Chicago, IL"
356,"Design Science, Inc.",dscience.com,https://dscience.com/contact/careers/,Software,Private,1991,200,5,-,"Long Beach, CA"
357,NextGen Healthcare,nextgen.com,https://recruiting.adp.com/srccar/public/RTI.home?c=2176107&d=ExternalCareerSite,"Consulting,Pharmaceuticals",Public,1976,2900,536,-,"Irvine, CA"
358,StarWind Software Inc.,starwindsoftware.com,https://www.starwindsoftware.com/careers,Software,Private,2003,230,38.6,-,"Middleton, MA"
359,HelloWallet,hellowallet.com,https://www.key.com/to/obi+careers,"Software,Finance",Private,2009,60,162,-,"Washington, DC"
360,"Evergage, Inc.",evergage.com,https://www.salesforce.com/company/careers/?d=70130000000i80S,"Software,Consulting,Networking",Private,2010,90,19,-,"Somerville, MA"
361,ObjectSecurity,objectsecurity.com,https://objectsecurity.com/careers/,"Consulting,Security",Private,2000,500,32,-,"San Diego, CA"
362,"FiscalNote, Inc.",fiscalnote.com,https://careers.fiscalnote.com/positions/,Software,Private,2013,475,20,-,"Washington, D.C"
363,"MedAssets, Inc",nthrive.com,https://www.nthrive.com/careers/,"Software,Pharmaceuticals",Public,1999,3400,450,-,"Alpharetta, GA"
364,"Miva, Inc.",miva.com,https://www.miva.com/company/careers,Software,Private,1996,120,21.6,-,"San Diego, CA"
365,"Guidance Software, Inc.",guidancesoftware.com,https://www.careerbliss.com/guidance-software/,Consulting,Private,1997,371,91.9,-,"Pasadena, CA"
366,TippingPoint,tippingpoint.org,https://tippingpoint.org/jobs,"Networking,Electronics",Private,2005,700,44.3,-,"San Francisco, CA"
367,Magaya Corporation,magaya.com,https://www.magaya.com/careers/,"Software,Travel",Private,2001,120,17.4,-,"Miami, Florida"
368,The Echo Nest Ltd.,echonest.com,https://angel.co/company/echonest,Multimedia,Private,2005,65,25.6,-,"Somerville, MA"
369,Green Hills Software Inc.,ghs.com,https://www.ghs.com/jobs_usa.html,Software,Private,1982,300,1,-,"Santa Barbara, CA"
370,"Clarizen, Inc.",clarizen.com,https://www.clarizen.com/about/careers/,Software,Private,2006,60,35.4,-,"San Mateo, CA"
371,Good Technology,good.com,https://www.blackberry.com/us/en/company/careers,Software,Private,1996,150,212,-,"Sunnyvale, California"
372,ShopKeep,shopkeep.com,https://www.shopkeep.com/careers,Other,Private,2008,200,50,-,"New York, NY"
373,"Guidewire Software, Inc.",guidewire.com,https://careers.guidewire.com/students-graduates,Software,Public,2001,2500,742,-,"San Mateo, CA"
374,Tech Data Corporation,techdata.com,https://www.techdata.com/careers.html,"Software,Consulting,E-Commerce,Electronics",Private,1974,14000,36.8,410,"Clearwater, FL"
375,"WANdisco, plc.",wandisco.com,https://wandisco.com/company/careers,"Software,Distributed Systems,Data Analytics",Public,2005,180,16,-,"San Ramon, CA"
376,DataArt Solutions Inc,dataart.com,https://www.dataart.com/about-dataart/careers,Other,Private,1997,3000,140,-,"New York, NY"
377,NuSphere,nusphere.com,http://www.nusphere.com/about/careers.htm,Other,Private,2001,130,24,-,"Reno, Nevada"
378,"Ultimate Software Group, Inc.",ultimatesoftware.com,http://m.ultimatesoftware.com/careers-at-ultimate,"Software,Consulting",Private,1990,5150,940,-,"Weston, FL"
379,"Lionbridge Technologies, Inc.",lionbridge.com,https://www.lionbridge.com/join-our-team/,Software,Private,1996,6000,705,-,"Waltham, MA"
380,Fungible Inc.,fungible.com,https://www.fungible.com/careers/,Software,Private,2015,200,10.2,-,"Santa Clara, CA"
381,Platfora,platfora.com,https://angel.co/company/platfora,Data Analytics,Private,2011,125,17,-,"San Mateo, CA"
382,OpenEye Scientific Software,eyesopen.com,https://www.eyesopen.com/careers,"Software,Pharmaceuticals",Private,1997,100,10.4,,"Santa Fe, NM"
383,Enterasys Networks,enterasys.com,https://www.extremenetworks.com/company/careers/,"Software,Networking",Private,1983,2750,12.9,-,"San Jose, CA"
384,"Cyfe, Inc.",cyfe.com,https://angel.co/company/cyfe/jobs,Software,Private,2012,20,2,-,"Los Angeles, CA"
385,High Fidelity,highfidelity.com,https://jobs.lever.co/highfidelity,Other,Private,2013,40,47.9,-,"San Francisco, CA"
386,"Portalarium, Inc.",portalarium.com,https://www.builtinaustin.com/company/portalarium/jobs,"Networking,Multimedia",Private,2009,30,5,-,"Austin, TX"
387,DeLorme,delorme.com,https://careers-us.garmin.com/us/en/,Software,Private,1976,75,18.2,-,"Yarmouth, ME"
388,Veeva Systems Inc.,veeva.com,https://www.veeva.com/meet-veeva/careers/,Software,Public,2007,2400,378,-,"Pleasanton, CA"
389,CloudHealth by VMware,cloudhealthtech.com,https://www.cloudhealthtech.com/careers,Software,Private,2012,280,500,-,"Boston, MA"
390,Moovweb,moovweb.com,https://www.moovweb.com/jobs,Distributed Systems,Private,2009,90,12.9,-,"San Francisco, CA"
391,"Anthem, Inc.",antheminc.com,https://anthemcareers.ttcportals.com/,Pharmaceuticals,Public,2004,70600,104,"5,990.00","Indianapolis, IN"
392,SalesforceIQ,salesforceiq.com,https://www.salesforce.com/company/careers/,Other,Public,2011,130,69,-,"San Francisco, CA"
393,"Optoro, Inc.",optoro.com,https://www.optoro.com/careers/,"Software,Travel",Private,2004,240,50,-,"Washington, DC"
394,"Twocanoes Software, LLC",twocanoes.com,https://twocanoes.com/jobs/,Software,Private,2012,5,391,-,"Naperville, IL"
395,FinancialForce,financialforce.com,https://www.financialforce.com/about/careers/,Software,Private,2009,750,140,-,"San Francisco, CA"
396,DreamFactory Software,dreamfactory.com,https://www.dreamfactory.com/company/careers/,Software,Private,1998,4000,10,-,"Las Vegas, NV"
397,"SocialChorus, Inc.",socialchorus.com,https://socialchorus.com/company/careers/,Software,Private,2008,150,30,-,"San Francisco, CA"
398,Predixion Software,greenwavesystems.com,https://greenwavesystems.com/about/careers,"Software,Data Analytics",Private,2009,50,10,-,"Irvine, CA"
399,Engagio Inc.,engagio.com,https://www.engagio.com/careers/,Software,Private,2015,60,7,-,"San Mateo, CA"
400,Humanyze,humanyze.com,https://www.humanyze.com/careers/,"Software,Networking,Electronics",Private,2010,60,"8,800.00",-,"Boston, MA"
401,"Moxie Software, Inc.",moxiesoft.com,https://moxiesoftware.recruitee.com/,Software,Private,2006,220,222,-,"Mountain View, California"
402,Learning Tree International,learningtree.com,https://www.learningtree.com/careers/,Other,Private,1974,660,64.3,-,"Herndon VA, USA"
403,"Electric Cloud, Inc.",electric-cloud.com,http://electric-cloud.com/company/careers/?p=job%2FoNpV2fwT,Software,Private,2002,100,145,-,"Sunnyvale, CA"
404,"Integrated Computer Solutions, Inc.",ics.com,https://icsinc.com/careers/,Software,Private,1987,100,"9,970.00",-,"Waltham, MA"
405,Kareo,kareo.com,https://www.kareo.com/careers,Other,Private,2004,620,50,-,"Irvine, CA"
406,"Terracotta, Inc.",terracotta.org,https://www.terracottagroup.com/careers/,Software,Private,2003,100,57,-,
407,"XebiaLabs, Inc.",xebialabs.com,https://www.linkedin.com/company/xebialabs,Software,Private,2008,150,100,-,"Burlington, MA"
408,WibiData,wibidata.com,https://wibidata.recruiterbox.com/,Software,Private,2010,250,5,-,"San Francisco, CA"
409,Blackline,blackline.com,https://www.blackline.com/careers/,Software,Public,2001,1055,289,-,"Los Angeles, CA"
410,Gupshup,gupshup.io,https://www.gupshupnyc.com/jobs/,Software,Private,2004,140,50,-,"San Francisco, CA"
411,FastSpring,fastspring.com,https://fastspring.com/company/careers/,Other,Private,2005,100,95,-,"Santa Barbara, CA"
412,SoGoSurvey,sogosurvey.com,https://www.sogosurvey.com/career-opportunities/,Networking,Private,2013,90,164,-,"Herndon, VA"
413,Netwrix,netwrix.com,https://www.netwrix.com/careers.html,"Software,Consulting",Private,2006,360,51.8,-,"Irvine, CA"
414,"Nuesoft Technologies, Inc.",nuemd.com,https://www.nuemd.com/,"Consulting,Pharmaceuticals",Private,1993,60,23,-,"Atlanta, GA"
415,"Lynx Software Technologies, Inc",lynx.com,https://www.lynx.com/careers,Software,Private,1988,110,15.1,,"San Jose, CA"
416,Workiva Inc.,workiva.com,https://www.workiva.com/careers,"Software,Distributed Systems",Public,2008,1420,298,-,"Ames, IA"
417,StrongLoop,strongloop.com,https://www.linkedin.com/company/strongloop-inc-,Other,Private,2012,500,8,-,
418,Cleo,cleo.com,https://hicleo.com/careers/,Software,Private,1976,300,40,,"Rockford, IL"
419,"GenArts, Inc.",genarts.com,https://borisfx.com/company/careers/,Software,Private,1996,50,-,-,"Cambridge, MA"
420,Trumpia,trumpia.com,https://www.trumpia.com/about-us/our-company,Software,Private,2006,80,125,-,
421,NuoDB,nuodb.com,https://nuodb.com/about/careers,"Software,Database",Private,2008,85,6,-,
422,Varonis Systems,varonis.com,https://info.varonis.com/careers?p=jobs&error=301&nl=1,Software,Public,2005,1000,217,-,
423,JanusVR,janusvr.com,https://www.mckinsey.com/careers/students,Other,Private,2015,100,"1,580.00",-,
424,Nodejitsu,nodejitsu.com,https://lensa.com/nodejitsu/jobs/c/90a66401744bf3756b646ba30abf2518cf6e8659,Other,Private,2010,250,192,-,
425,Oracle Bronto,bronto.com,https://bronto.com/,Social media,Public,2002,400,80,-,"Redwood City, CA"
426,"Fixstars Solutions, Inc.",fixstars.com,https://angel.co/company/fixstars-solutions/jobs,Software,Private,2008,180,46,-,
427,rewardStyle,rewardstyle.com,https://about.rewardstyle.com/careers,"Software,Networking",Private,2011,250,4,-,Dallas Texas
428,Bromium,bromium.com,https://www.bromium.com/careers/,Software,Private,2010,120,120,-,"Cupertino, CA"
429,Datalight,datalight.com,https://www.indeed.com/cmp/Datalight,Software,Private,1983,30,-,-,"Espoo, Finland"
