Rank,name,website,students_careers_url,industry,type,founded,num_employees,Revenue(in millions),Profit(in millions),hq_location
430,Forward Networks,forwardnetworks.com,https://forwardnetworks.com/about/careers/,Other,Private,2013,40,29.5,-,"Palo Alto, CA"
431,Dialogic,dialogic.com,https://www.dialogic.com/careers,Networking,Private,1983,550,63,-,"Milpitas, CA"
432,Revolution Analytics,revolutionanalytics.com,https://jobs.revolution.com/,Software,Private,2007,340,11,-,"Mountain View, CA"
433,Tricentis,tricentis.com,https://www.tricentis.com/company/careers/,"Software,Consulting",Private,2007,750,100,-,
434,"Diffeo, Inc.",diffeo.com,https://angel.co/company/diffeo/jobs,Software,Private,2012,25,-,-,"Cambridge, MA"
435,Masergy Communications,masergy.com,https://www.masergy.com/careers,Software,Private,2000,700,300,-,"Plano, TX"
436,EnterpriseAlumni Inc.,enterprisealumni.com,https://enterprisealumni.com/careers/,Software,Private,2016,40,6,-,"Los Angeles, CA"
437,Epicor,epicor.com,https://jobs.epicor.com/,Software,Private,1972,4100,900,-,
438,Insilico Medicine,insilicomedicine.com,https://insilico.com/career,"Software,Pharmaceuticals",Private,2014,70,10.9,-,
439,Versant Object Database,versant.com,https://versanthealth.com/careers/,Other,Private,1988,500,25.3,-,"Linthicum, MD"
440,Mavenir,mavenir.com,https://mavenir.com/about/,"Software,Networking",Private,2017,3300,108,-,"Richardson, TX"
441,"CyberArk Software, Inc.",cyberark.com,https://careers.cyberark.com/,Software,Public,1999,1380,343,90,"Newton, MA"
442,Intetics,intetics.com,https://intetics.com/careers,"Software,Consulting",Private,1995,700,14.4,-,"Naples, FL"
443,Spatial Corp.,spatial.com,https://www.spatial.com/company/careers,Software,Private,1986,75,"7,830.00",-,"New York, NY"
444,Convoy,convoy.com,https://convoy.com/convoy-careers/,Software,Private,2015,1000,500,,"Seattle, WA"
445,Railinc Corporation,railinc.com,http://public.railinc.com/careers/university-recruiting,Software,Private,1998,2500,12,-,"Cary, NC"
446,QC Ware,qcware.com,https://qcware.com/qc-ware-job-opening-quantum-algorithms-intern/,Other,Private,2014,30,3,,"San Francisco, CA"
447,Handmark,handmark.com,https://www.lockheedmartinjobs.com/college-students,Other,Private,2000,100,11,-,"Kansas City, MO"
448,MontaVista Software.,mvista.com,https://mvhs.fuhsd.org/guidance-student-support/college-career-planning/college-career-center,"Software,Networking",Private,1999,250,276,,"San Jose, CA"
449,RainStor,rainstor.com,https://www.mckinsey.com/careers/students,"Software,Consulting",Private,2003,200,12,-,"San Francisco, CA"
450,TeamQuest Corporation,helpsystems.com,https://www.team-quest.org/jobs,"Software,Consulting",Private,1991,200,18,-,"Eden Prairie, MN"
451,Sonic Foundry Inc.,sonicfoundry.com,https://sonicfoundry.com/careers/,"Software,Consulting",Private,1991,250,"5,600.00",-,"Madison, WI"
452,Broadleaf Commerce,broadleafcommerce.com,https://www.broadleafcommerce.com/careers,E-Commerce,Private,2008,450,7,-,"Dallas, Texas"
453,Precise Software Solutions,precise.com,https://www.precise-soft.com/careers,Software,Private,1990,420,26,,"Houston, TX"
454,"Xinuos, Inc.",xinuos.com,https://www.xinuos.com/careers-overview/,Software,Private,2011,200,150,-,"Berkeley, CA"
455,"HelpSystems, LLC",helpsystems.com,https://www.helpsystems.com/about/careers,Other,Private,1982,950,250,-,"Minneapolis, MN"
456,Pervasive Software Inc.,pervasive.com,"https://www.glassdoor.com/Job/pervasive-software-jobs-SRCH_KE0,18.htm",Software,Private,1994,10,47.2,-,"Redwood City, CA"
457,Windward Studios,windwardstudios.com,https://www.windwardstudios.com/company/careers,Software,Private,1996,30,6,-,"Boulder, CO"
458,CallMiner,callminer.com,https://careers.callminer.com/,Software,Private,2002,250,52,-,"Fort Myers, FL"
459,Walker Digital LLC,walkerdigital.com,walkerdigital.com,Other,Private,1994,10,13,-,"Stamford, CT"
460,"Collaborative Drug Discovery, Inc.",collaborativedrug.com,https://www.collaborativedrug.com/about/careers/,Other,Private,2004,30,11,-,"Burlingame, CA"
461,QAD Inc.,qad.com,https://www.qad.com/about/careers,Software,Public,1979,1950,333,-,"Santa Barbara, CA"
462,CTERA,ctera.com,https://www.ctera.com/company/careers/,"Distributed Systems,Database,Networking",Private,2008,160,23,-,"New York, NY"
463,Daintree Networks,daintree.net,https://www.gecurrent.com/careers,Networking,Private,2003,10,"7,780.00",-,"Los Altos, CA"
464,WebAssist.com Corporation,webassist.com,https://www.linkedin.com/company/webassist,Software,Private,1999,20,391,-,"San Diego, CA"
465,RenderX,renderx.com,http://www.renderx.com/,Software,Private,1999,100,17,-,"Palo Alto, CA"
466,Kamakura Corporation,kamakuraco.com,http://www.kamakuraco.com/company/careers.aspx,Software,Private,1990,25,"3,490.00",-,
467,Inbenta,inbenta.com,https://www.inbenta.com/en/about-us/careers/,"Software,Consulting,Networking,Artificial Intelligence",Private,2005,165,14.2,,
468,"Integration Point, Inc.",integrationpoint.com,https://www.thomsonreuters.com/en/careers.html,Other,Private,2002,100,19.4,-,"Charlotte, NC"
469,Timesys Corporation,timesys.com,https://www.timesys.com/about-us/careers/,Software,Private,1996,50,29.5,-,"Pittsburgh, PA"
470,Digital River,digitalriver.com,https://www.digitalriver.com/careers/,E-Commerce,Private,1994,1239,371,-,"Minnetonka, MN"
471,RadView Software,radview.com,https://www.radview.com/company/careers/,Software,Public,1993,15,7,-,
472,Dimensional Insight,dimins.com,https://www.dimins.com/business-intelligence-jobs/,Other,Private,1989,110,"1,300.00",-,"Burlington, MA"
473,Quid Inc.,quid.com,https://quid.com/careers-2/,Other,Private,2010,125,24.3,-,"San Francisco, CA"
474,"Mediapolis, Inc.",mediapolis.com,mediapolis.com,"Software,Networking",Private,1995,10,774,-,"New York City, NY"
475,Witlingo Inc.,witlingo.com,https://www.witlingo.com/about/,Other,Private,2016,10,1,-,"Washington, DC"
476,Pristine.io,pristine.io,https://www.builtinaustin.com/company/pristineio,Multimedia,Private,2013,20,17.5,-,"Austin, TX"
477,Intergraph Corporation,hexagonppm.com,https://hexagonppm.com/about/careers,Software,Private,1969,4000,808,-,"Madison, AL"
478,Information Builders (ibi),ibi.com,https://www.ibi.com/careers/,Software,Private,1975,1400,315,-,"New York, NY"
479,"Dimdim, Inc.",dimdim.com,https://www.salesforce.com/company/careers/?d=70130000000i80S,Software,Private,2006,200,9,-,"Boston, MA"
480,Tufin,tufin.com,https://www.tufin.com/careers,"Consulting,Networking,Security",Public,2005,400,38,-,"Boston, MA"
481,Zylog Systems Limited,zsl.com,https://www.zsl.org/about-us/jobs,Consulting,Public,1995,697,102,313,
482,"CloudSight, Inc.",cloudsight.ai,https://angel.co/company/cloudsightai/jobs,"Software,Networking",Private,2012,50,2,-,"Los Angeles, CA"
483,Vicarious,vicarious.com,https://www.vicarious.com/careers/,Artificial Intelligence,Private,2010,120,17.8,-,"San Francisco, CA"
484,Lavastorm,lavastorm.com,https://www.infogix.com/careers/,"Software,Networking,Data Analytics",Private,1993,20,35,-,"Boston, MA"
485,Reaction Design,reactiondesign.com,https://www.ansys.com/about-ansys/careers,Other,Private,1997,50,"1,200.00",-,"San Diego, CA"
486,SelfCAD,selfcad.com,https://www.selfcad.com/,Other,Private,2015,20,3,-,"Greater New York Area, NY"
487,Rocketium Technologies Pvt. Ltd.,rocketium.com,https://angel.co/company/rocketium/jobs,"Consulting,Multimedia",Private,2015,25,6,-,
488,Imply,imply.io,https://imply.io/careers,Software,Private,2015,150,20.2,-,"Burlingame, CA"
489,Numerix LLC,numerix.com,https://www.numerix.com/careers,Software,Private,1996,300,67.3,-,"New York, NY"
490,Telogis,telogis.com,https://www.verizon.com/about/careers/college-students,Software,Private,2001,500,100,-,"Aliso Viejo, CA"
491,Blitz,blitz.io,https://blitz.com/,Software,Private,2006,200,11,-,
492,UNICOM Global,unicomglobal.com,https://www.unicomglobal.com/opportunities/,"Software,Consulting",Private,1981,1000,508,-,"Mission Hills, CA"
493,Talygen Inc.,talygen.com,https://talygen.com/,"Software,Consulting,Networking",Private,2009,50,7,-,"Palo Alto, CA"
494,"Sealevel Systems, Inc.",sealevel.com,https://www.sealevel.com/company/careers/,"Software,Electronics",Private,1986,60,15,-,"Liberty, South Carolina"
495,BenchPrep,benchprep.com,https://benchprep.com/,Other,Private,2009,140,22.3,-,"Chicago, IL"
496,"Objective Interface Systems, Inc.",ois.com,http://www.ois.com/About-Us/careers.html,"Software,Electronics",Private,1989,40,8,-,"Herndon, VA"
497,"IntervalZero, Inc.",intervalzero.com,https://www.intervalzero.com/company/careers/,Software,Private,2008,50,6,-,"Waltham, MA"
498,"Open iT, Inc.",openit.com,https://openit.com/about-us/careers/,Software,Private,1999,132,21,-,
499,Casebook PBC,casebook.net,https://www.casebook.net/jobs/,"Software,Consulting,Distributed Systems",Public,2017,100,7,-,"New York, NY"
500,Keap,keap.com,https://keap.com/about/careers,E-Commerce,Private,2001,650,100,-,
501,Netcracker Technology,netcracker.com,https://www.netcracker.com/careers/,"Software,Consulting",Private,1993,-,-,-,
502,Pyze,pyze.com,https://www.pyze.com/careers/,Software,Private,2013,-,-,-,"Redwood City, California"
503,PROS,pros.com,https://pros.com/about-pros/careers/students-opportunities/,Software,Public,-,-,-,-,
504,ImageSource Inc.,imagesourceinc.com,https://imagesourceinc.com/career/,Other,Private,-,-,-,-,
505,Kurzweil Education (formerly Kurzweil Educational Systems),kurzweiledu.com,https://www.kurzweiledu.com/about-kurzweil/careers.html,Software,Private,-,-,-,-,
507,Buildium,buildium.com,https://www.buildium.com/careers/,Other,Private,-,-,-,-,
508,"Zumobi, Inc",zumobi.com,https://www.builtinseattle.com/company/zumobi/jobs,Social media,Private,-,-,-,-,
509,Globalscape,globalscape.com,https://www.globalscape.com/careers,"Consulting,Networking,Security",Public,-,-,-,-,
510,"Venafi, Inc",venafi.com,https://www.venafi.com/careers,"Software,Consulting,Networking,Security",Private,-,-,-,-,
511,SQLstream,sqlstream.com,https://sqlstream.com/company/careers/,Other,Private,-,-,-,-,
512,Planview,planview.com,https://www.planview.com/company/careers/,Software,Private,-,900,-,-,
513,Voxeet,voxeet.com,https://angel.co/company/voxeet/jobs,Software,Private,-,-,-,-,
514,Sarnoff Corporation,sarnoff.com,https://www.indeed.com/cmp/Sarnoff-Corporation,"Software,Consulting,Electronics",Private,-,-,-,-,
515,Kulabyte Corporation,haivision.com,https://www.haivision.com/about/careers/,"Software,Multimedia",Private,-,-,-,-,
516,eVoice,evoice.com,https://www.indeed.com/q-Automated-Voice-jobs.html,Other,Private,-,-,-,-,
517,OpenGov,opengov.com,https://www.opm.gov/policy-data-oversight/hiring-information/students-recent-graduates/,Other,Private,-,250,-,-,
518,Bloomfire,bloomfire.com,https://bloomfire.com/,Software,Private,2010,-,-,-,"Austin, Texas"
519,"SAP Fieldglass, Inc.",fieldglass.com,https://www.fieldglass.com/company/careers,Software,Private,-,1000,-,-,
520,"Smith Micro Software, Inc",smithmicro.com,https://www.smithmicro.com/careers/,Software,Public,-,160,26.3,-,
522,Revionics,revionics.com,https://revionics.com/careers/,Other,Private,-,0,-,-,
523,FalconStor Software,falconstor.com,https://www.falconstor.com/careers/,Software,Public,-,-,-,-,
524,FloQast,floqast.com,https://floqast.com/company/careers/,Software,Private,2013,150,-,-,"Los Angeles, California Los Angeles California United States U.S."
525,TrackingPoint,tracking-point.com,https://www.tracking-point.com/careers/,Software,Private,-,-,-,-,
526,Invite Media,invitemedia.com,http://www.invitemedia.com/careers/open_positions.html,Social media,Private,-,-,-,-,
527,SignalFx,signalfx.com,https://www.indeed.com/q-Signalfx-jobs.html,Other,Private,2013,200,-,-,
528,Sansar,sansar.com,https://www.sansar.com/,Other,Private,-,-,-,-,
530,Modernizing Medicine,modmed.com,https://www.modmed.com/company/careers/,Software,Private,2010,-,-,-,
531,NetMotion Software,netmotionsoftware.com,https://www.netmotionsoftware.com/culture-values-careers,Software,Private,-,130,-,-,
532,Callidus Software Inc.,calliduscloud.com,https://www.sap.com/about/careers.html,Software,Private,-,1,253,-,
533,"ClickSoftware, A Salesforce Company",clicksoftware.com,https://www.salesforce.com/company/careers/,Software,Public,-,700,126,-,
534,Digital Reasoning,digitalreasoning.com,https://digitalreasoning.com/careers/,Other,Private,-,-,-,-,
535,Devicescape,devicescape.com,http://www.devicescape.com/open-positions/,Software,Private,-,-,-,-,
536,Cherwell Software,cherwell.com,https://www.cherwell.com/about/careers/,Software,Private,-,-,-,-,
537,Infinidat,infinidat.com,https://hiring.infinidat.com/,Database,Private,-,-,-,-,
538,"DeepScale, Inc.",deepscale.ai,http://deepscale.ai/careers/,Other,Private,-,-,-,-,
539,"Envivio, Inc.",envivio.com,https://www.indeed.com/cmp/Envivio,"Software,Multimedia",Public,-,500,50.6,-,
540,Zadara Storage,zadara.com,https://www.zadara.com/about/careers/,Database,Private,-,-,-,-,
541,"GrammaTech, Inc.",grammatech.com,https://www.grammatech.com/careers,"Software,Consulting",Private,-,-,-,-,
542,"Plex Systems, Inc.",plex.com,https://www.plex.tv/about/careers/,Software,Private,1995,-,-,-,
543,Traction Software,tractionsoftware.com,http://tractionsoftware.com/contact,Software,Private,-,-,-,-,
544,"SS&C Technologies, Inc.",ssctech.com,https://www.ssctech.com/about-us/careers/recent-graduates,Software,Public,-,22600,"6,360.00",-,
545,Dealpath,dealpath.com,https://www.dealpath.com/careers/,"Software,Real Estate",Private,2014,-,-,-,"San Francisco, CA"
546,Lightspeed Systems,lightspeedsystems.com,https://www.lightspeedsystems.com/company/careers/,Other,Private,-,-,-,-,
547,LunarG,lunarg.com,https://www.lunarg.com/about/careers/,Software,Private,2009,-,-,-,Colorado United States
548,Koombea,koombea.com,https://www.koombea.com/careers/,Software,Private,-,-,-,-,
549,Hoopla Software,hoopla.net,https://www.hoopla.net/careers/,Software,Private,2010,35,-,-,
550,"Matroid, Inc.",matroid.com,https://angel.co/company/matroid,Software,Private,-,-,-,-,
551,"No Magic, Inc.",nomagic.com,https://www.nomagic.com/component/k2/itemlist/category/4-internship-program,Software,Private,1995,-,-,-,
552,MiMedia,mimedia.com,https://angel.co/company/mimedia/jobs,Other,Private,-,-,-,-,
553,Xactly Corporation,xactlycorp.com,https://www.xactlycorp.com/company/careers,Software,Private,-,500,-,-,
554,PrepMe LLC,prepme.com,https://www.linkedin.com/company/prepme,Networking,Private,-,-,-,-,
555,Perceptive Software,hyland.com,https://www.hyland.com/en/careers,Other,Private,-,900,-,-,
556,Red Touch Media,redtouchmedia.com,https://www.redtouchmedia.com/about/jobs/,Other,Private,-,60,-,-,
557,"Hyland Software, Inc.",hyland.com,https://www.hyland.com/en/careers,Software,Private,-,3500,-,-,
558,"Logi Analytics, Inc",logianalytics.com,https://www.logianalytics.com/company/careers/,Data Analytics,Private,-,-,-,-,
559,Mindgrub Technologies,mindgrub.com,https://www.mindgrub.com/careers,Other,Private,2002,-,-,-,
560,Turbonomic,turbonomic.com,https://www.turbonomic.com/company/careers/,"Software,Consulting,Artificial Intelligence",Private,-,553,-,-,
561,"ZeroC, Inc.",zeroc.com,https://zeroc.com/jobs,Software,Private,2002,-,-,-,
562,Blackboard,careers.blackboard.com,https://careers.blackboard.com/,Software,Private,-,3000,700,-,
563,Serena Software Inc.,serena.com,https://www.ziprecruiter.com/Jobs/Serena-Software,"Software,Consulting",Private,-,400,219,-,
564,GridPoint,gridpoint.com,https://www.gridpoint.com/careers/,Other,Private,-,-,-,-,
565,"Skytap, Inc.",skytap.com,https://www.skytap.com/careers/,Other,Private,-,100,-,-,
566,SourceClear,srcclr.com,"https://www.glassdoor.com/Overview/Working-at-SourceClear-EI_IE887705.11,22.htm",Other,Private,2013,-,-,-,
567,"CloudEndure, Inc.",cloudendure.com,https://www.cloudendure.com/,"Software,Consulting,Distributed Systems",Private,-,-,-,-,
568,Eze Castle Integration,eci.com,https://www.eci.com/about-us/careers/,Consulting,Private,-,700,-,-,
569,"QxBranch, Inc.",qxbranch.com,https://careers.smartrecruiters.com/QxBranch,Software,Private,-,15,-,-,
570,"Sage Intacct, Inc",sageintacct.com,https://jobs.jobvite.com/sage-intacct,Software,Private,-,-,-,-,
571,jKool,jkoolcloud.com,https://www.linkedin.com/company/jkool,Consulting,Private,2014,-,-,-,
572,"Medidata Solutions, Inc.",medidata.com,https://www.medidata.com/en/careers/,Software,Private,-,1998,636,-,
573,Jadu,jadu.net,https://www.jadu.net/careers,Software,Private,-,-,-,-,
574,Kinoma,kinoma.com,"https://www.glassdoor.com/Jobs/Kinoma-US-Jobs-EI_IE24365.0,6_IL.7,9_IN1.htm",Software,Private,-,15,-,-,
575,"Mitchell International, Inc.",mitchell.com,https://www.mitchell.com/careers,Software,Private,-,1700,-,-,
576,Precisely,precisely.com,https://www.precisely.com/careers-and-culture,Other,Private,-,2000,-,-,
577,Smarsh,smarsh.com,https://www.smarsh.com/careers/,Software,Private,2001,620,111,-,
578,Kenandy Inc.,kenandy.com,https://www.kenandy.com/careers/,Distributed Systems,Private,2010,-,-,-,
579,"SALVAGEDATA Recovery, Inc.",salvagedata.com,"https://www.glassdoor.com/Overview/Working-at-SalvageData-EI_IE963554.11,22.htm",Consulting,Private,2003,-,-,-,
580,Opendatasoft,opendatasoft.com,"https://www.glassdoor.com/Overview/Working-at-Opendatasoft-EI_IE2127697.11,23.htm",Data Analytics,Private,2011,50,-,-,"Boston, MA and Paris, France"
581,"Leadspace, Inc.",leadspace.com,https://www.leadspace.com/careers/,Software,Private,-,-,-,-,
582,Virtusa Corporation,virtusa.com,https://mycareer.virtusa.com/jobs/,"Software,Consulting",Public,-,20000,"1,020.00",-,
583,"Dieselpoint, Inc.",dieselpoint.com,http://dieselpoint.com/careers/index.html,"Software,Consulting",Private,-,-,-,-,
584,Search Technologies Corp.,searchtechnologies.com,https://careers.smartrecruiters.com/SearchTechnologies,"Software,Consulting",Private,-,-,-,-,
585,"Deacom, Inc.",deacom.com,https://deacom.com/careers,Other,Private,-,165,-,-,
586,"KANA Software, Inc.",kana.com,https://www.zippia.com/kana-software-careers-28371/,Software,Private,-,350,100,-,
587,"Semantria, Inc.",lexalytics.com,https://www.lexalytics.com/students-trial-signup,Software,Private,-,-,-,-,
588,"SilkRoad Technology, Inc.",silkroad.com,https://silkroadtechnology.com/careers/,Software,Private,-,300,-,-,
589,"DaySmart Software, Inc.",daysmart.com,http://careers.daysmart.com/,Software,Private,-,61,-,-,
590,Instabase,instabase.com,https://about.instabase.com/careers/,Software,Private,-,-,-,-,
591,"Redcort Software, Inc.",redcort.com,https://www.redcort.com/careers,Software,Private,-,-,-,-,
592,ShipWorks,shipworks.com,https://www.shipworks.com/blog/we-are-hiring-st-louis-software-company/,E-Commerce,Private,-,-,-,-,
593,Raindance Communications,raindance.com,https://www.raindance.org/london/our-fabulous-interns/,"Software,Networking",Private,-,-,-,-,
594,Vesess,vesess.com,https://www.vesess.com/careers/,"Software,Networking",Private,2004,-,-,-,
595,Meta SaaS,metasaas.com,https://angel.co/company/metasaas/jobs?src=rec,Software,Private,-,-,-,-,
596,IGG Software Inc.,iggsoftware.com,https://www.iggsoftware.com/about.php,Software,Private,-,9,-,-,
597,"Levi, Ray & Shoup, Inc.",lrs.com,https://jobs.lrs.com/,Software,Private,-,630,-,-,
598,Skyhook,skyhook.com,https://www.skyhook.com/careers,Other,Private,-,75,-,-,
599,Visio Corporation,visio.com,https://careers.vizio.com/,Software,Private,1989,-,-,-,
600,GroupLogic,grouplogic.com,https://angel.co/company/grouplogic,Software,Private,-,40,-,-,
601,MassTransit Enterprise,jobs.masstransitmag.com,https://jobs.masstransitmag.com/,Other,Private,-,-,-,-,
602,Looksery,looksery.com,https://www.linkedin.com/company/looksery,Software,Private,-,45,-,-,
603,"Impetus Technologies, Inc.",impetus.com,https://www.impetus.com/careers,Software,Private,1991,1600,60,-,
604,dtSearch Corp.,dtsearch.com,https://www.dtsearch.com/CS_recruit.html,Software,Private,-,-,-,-,
605,Daily Journal Corporation,dailyjournal.com,https://dailyjournal.com/job_listings,Software,Public,1986,250,48.7,-,Los Angeles California
606,TownNews.com,townnews365.com,http://www.townnews365.com/about/careers/article_42f270fc-78d0-11e5-b3d4-6b11917f1948.html?mode=jqm,Networking,Private,1989,-,-,-,
607,ZL Technologies,zlti.com,https://www.zlti.com/careers/,Software,Private,-,-,-,-,
608,MadCap Software,madcapsoftware.com,https://www.madcapsoftware.com/company/careers/,Software,Private,-,-,-,-,
609,Mi9 Retail,mi9retail.com,https://mi9retail.com/about-us/careers/,Software,Private,-,-,-,-,
610,TopTenWholesale,toptenwholesale.com,https://www.toptenwholesale.com/about.html,Other,Private,-,-,-,-,
611,Kinetica,kinetica.com,https://www.kinetica.com/careers/,Other,Private,-,-,-,-,
612,Network Automation,networkautomation.com,https://www.networktocode.com/careers/,Other,Private,-,-,-,-,
613,"Encore Software, LLC",encore.com,https://encore.org/,Software,Private,-,-,-,-,
614,nCino,ncino.com,https://www.ncino.com/culture-careers/job-openings,"Software,Finance",Public,-,935,-,-,
615,Zango,zango.com,https://www.indeed.com/cmp/Zango,Other,Private,-,100,-,-,
616,MulticoreWare Inc.,multicorewareinc.com,https://multicorewareinc.com/jobs/,Software,Private,-,250,-,-,
617,Red Bend Software,redbend.com,https://angel.co/company/red-bend-software,"Software,Consulting,Networking",Private,-,-,-,-,
618,"Velocify, Inc.",velocify.com,https://www.indeed.com/cmp/Velocify,Software,Private,-,150,-,-,
619,Revolution Prep,revolutionprep.com,https://www.revolutionprep.com/,Networking,Private,-,-,-,-,
620,Smartface Inc.,smartface.io,https://smartface.io/careers/smartface-young-talent-program/,Software,Private,-,20,-,-,
621,"Raxco Software, Inc.",raxco.com,https://www.raxco.com/careers,Software,Private,1978,-,-,-,
622,Solid Documents Limited,soliddocuments.com,https://www.linkedin.com/company/solid-documents-limited,Software,Private,-,-,-,-,
623,Honeywell Intelligrated,intelligrated.com,https://careers.honeywell.com/us/en/campaign-sps-us-intelligrated-install,Travel,Public,-,-,-,-,
624,Netsmart Technologies,ntst.com,https://www.ntst.com/About-Us/Careers,"Software,Consulting,Pharmaceuticals",Private,-,2100,355,-,
625,"Cincom Systems, Inc.",cincom.com,https://www.cincom.com/us/company/careers,"Software,Consulting",Private,-,-,-,-,
626,Catalant,gocatalant.com,https://gocatalant.com/careers/,Software,Private,-,-,-,-,
627,Cloudwords,cloudwords.com,https://www.cloudwords.com/blog/cloudwords-university-enroll-now,Software,Private,2010,-,-,-,"San Francisco, California"
628,Ciright Systems,ciright.com,https://careers.smartrecruiters.com/Ciright,"Software,Consulting,Distributed Systems",Private,-,-,-,-,
629,Divide (previously Enterproid),divide.com,https://www.indeed.com/q-Divide-jobs.html,Consulting,Private,-,-,-,-,
630,Tomofun,furbo.com,https://www.linkedin.com/company/tomofun,Other,Private,-,-,-,-,
631,Xangati,xangati.com,https://www.indeed.com/cmp/Xangati,"Software,Artificial Intelligence",Private,-,-,-,-,
632,New Atlanta Communications,newatlanta.com,https://www.newatlanta.com/corporate/careers.jsp,Software,Private,1998,-,-,-,
633,NetSol Technologies,netsoltech.com,https://www.netsoltech.com/,Software,Public,1997,-,-,-,"Calabasas, California United States"
634,"CrowdOptic, Inc.",crowdoptic.com,https://www.crowdoptic.com/jobs,"Software,Electronics",Private,-,-,-,-,
635,ByWater Solutions LLC,bywatersolutions.com,http://bywatersolutions.com/about-us,Software,Private,-,-,-,-,
636,Iretron,iretron.com,https://iretron.com/pages/jobs,Other,Private,-,0,-,-,
637,NovaStor,novastor.com,https://www.novastor.com/company/careers,Software,Private,1987,-,-,-,Agoura Hills
638,"Veriato, Inc.",veriato.com,https://www.veriato.com/company/careers,Software,Private,-,-,-,-,
639,CYBRA Corporation,cybra.com,https://cybra.com/careers/,Software,Public,-,-,-,-,
640,Sopheon,sopheon.com,https://www.sopheon.com/careers/,Software,Public,-,-,-,-,
641,Mitchell 1,mitchell1.com,https://mitchell1.com/jobs/,Automobiles,Private,-,-,-,-,
642,US Fleet Tracking,usfleettracking.com,https://www.usfleettracking.com/,Other,Private,-,-,-,-,
643,Zugara,zugara.com,https://www.linkedin.com/company/zugara,Software,Private,-,-,-,-,
644,KeyedIn Solutions,keyedin.com,https://www.keyedin.com/company/careers/,Software,Private,-,-,-,-,
645,LabWare,labware.com,https://www.labware.com/en/p/About-Us/Careers,Software,Private,-,-,-,-,
646,Virsto,virsto.com,https://angel.co/company/virsto-software/jobs,Software,Private,-,-,-,-,
647,TransLattice,translattice.com,https://lensa.com/translattice/jobs/c/650cd55e43368f35f29a52de50eb14f127a509cd,Database,Private,-,20,-,-,
648,Radiant Logic,radiantlogic.com,https://www.radiantlogic.com/about/careers/,Software,Private,-,-,-,-,
649,"Bright Machines, Inc.",brightmachines.com,https://www.brightmachines.com/join-the-team/,Software,Private,-,500,-,-,
650,"Guidance Solutions, Inc.",guidance.com,https://www.guidance.com/careers,"Software,Consulting,Networking",Private,-,-,-,-,
651,Eggplant,eggplantsoftware.com,https://www.eggplantsoftware.com/join-us,Other,Private,-,-,-,-,
652,Sitrion,sitrion.com,https://www.sitrion.com/about/careers,Other,Private,-,85,-,-,
653,Knoa Software,knoa.com,https://www.knoa.com/careers/,"Software,Consulting",Private,-,-,-,-,
654,"RSi, Retail Solutions Inc",retailsolutions.com,https://www.retailsolutions.com/company/careers/,Software,Private,-,400,-,-,
655,"XIM, Inc.",ximxim.com,https://www.ximxim.com/careers/,"Consulting,Networking",Private,-,300,-,-,
656,'''Unica Corporation''',unica.com,http://www.unicagroup.com/Careers.html,Other,Private,-,-,-,-,
657,SplendidCRM,splendidcrm.com,https://www.splendidcrm.com/OpenSource/DownloadCommunityEdition.aspx,Software,Private,2005,0,-,-,
658,Exela Technologies,exelatech.com,https://www.exelatech.com/careers,"Software,Consulting",Public,-,22000,-,-,
659,ZeroTurnaround AS,jrebel.com,https://www.jrebel.com/,Software,Private,-,-,-,-,
660,"Catalyst Repository Systems, Inc.",catalystsecure.com,https://www.linkedin.com/company/catalyst-repository-systems,"Software,Security",Private,-,170,-,-,
661,"TokenEx, LLC",tokenex.com,https://www.tokenex.com/our-story,"Consulting,Security",Private,2010,30,-,-,
662,"Qarbon.com, Inc.",qarbon.com,http://www.qarbon.com/jobs/,Software,Private,-,-,-,-,
663,PSSC Labs,pssclabs.com,https://pssclabs.com/,"Software,Consulting,Electronics",Private,-,-,-,-,
664,Velaro,velaro.com,https://velaro.com/careers/,Other,Private,-,-,-,-,
665,SLI Systems,sli-systems.com,https://www.sli-systems.com/about/careers,Software,Private,-,-,-,-,
666,Enli Health Intelligence,enli.net,https://www.enli.net/,Software,Private,-,125,25,-,
667,GoldenSource Corporation,thegoldensource.com,https://www.thegoldensource.com/company/careers/,Other,Private,-,350,-,-,
668,Serious Magic Inc.,seriousmagic.com,https://www.adobe.com/careers/university.html,Software,Private,-,-,-,-,
669,Inxight Software,inxight.com,https://www.glassdoor.com/Jobs/Inxight-Jobs-E15376.htm,Software,Private,-,100,14.6,-,
670,InterVideo,intervideo.com,https://www.glassdoor.com/Jobs/Secretary-InterVideo-Technology-Jobs-E789434.htm,Software,Private,1998,800,-,-,
671,Versive,versive.com,https://www.esentire.com/company/careers,Machine Learning,Private,-,50,-,-,
672,HyperACCESS,hilgraeve.com,https://www.hilgraeve.com/hyperaccess/,Other,Private,-,-,-,-,
673,"Lockpath, Inc",lockpath.com,https://www.lockpath.com/careers/,"Consulting,Security",Private,-,-,-,-,
674,"Medical Information Technology, Inc.",meditech.com,https://ehr.meditech.com/careers/college-to-career,Pharmaceuticals,Private,-,-,494,-,
675,Vistagy,vistagy.com,"https://www.glassdoor.com/Overview/Working-at-Vistagy-EI_IE260036.11,18.htm",Software,Private,-,-,-,-,
676,July Systems,julysystems.com,https://www.linkedin.com/company/july-systems,Software,Private,2001,-,-,-,
