Kadmon Holdings, Inc. Common Stock,LoseIt.com
Keurig Dr Pepper Inc. Common Stock,FindTheBest.com
Kimball Electronics, Inc. - Common Stock,MuckRock.com
Kelly Services, Inc. - Class A Common Stock,LoseIt.com
Kelly Services, Inc. - Class B Common Stock,LoseIt.com
KEMET Corporation Common Stock,Retroficiency
KraneShares Emerging Markets Consumer Technology Index ETF,PricewaterhouseCoopers
KraneShares MSCI Emerging Markets ex China Index ETF,MarketSense
Kenon Holdings Ltd. Ordinary Shares,NonprofitMetrics
Korea Electric Power Corporation Common Stock,realtor.com
Kewaunee Scientific Corporation - Common Stock,PlanetEcosystems
Akerna Corp. - Common Stock,realtor.com
Kirby Corporation Common Stock,Relationship
KeyCorp Common Stock,Environmental
Keysight Technologies Inc. Common Stock,FindTheBest.com
Korea Fund, Inc. (The) New Common Stock,FindTheBest.com
Kentucky First Federal Bancorp - Common Stock,ClearHealthCosts
Kforce, Inc. - Common Stock,LoseIt.com
Kingsway Financial Services, Inc. Common Stock (DE),FindTheBest.com
Korn Ferry Common Stock,InfoCommerce
KraneShares CICC China Leaders 100 Index ETF,ClearHealthCosts
Kinross Gold Corporation Common Stock,Relationship
Kingold Jewelry Inc. - Common Stock,FindTheBest.com
KraneShares MSCI China Environment Index ETF,Environmental
The Kraft Heinz Company - Common Stock,mHealthCoach
OrthoPediatrics Corp. - Common Stock,realtor.com
SPDR S&P Insurance ETF,Persint
Kimco Realty Corporation Common Stock,realtor.com
Kindred Biosciences, Inc. - Common Stock,FindTheBest.com
Kingstone Companies, Inc - Common Stock,FindTheBest.com
KKR Income Opportunities Fund Common Shares,OpportunitySpace,
Kelso Technologies Inc Ordinary Shares,PlanetEcosystems
Kirkland's, Inc. - Common Stock,Relationship
Innovator ETFs Trust Innovator Russell 2000 Power Buffer ETF - January,PricewaterhouseCoopers
KKR & Co. Inc. Class A Common Stock,CliniCast
Kirkland Lake Gold Ltd. Common Shares,PlanetEcosystems
KLA Corporation  - Common Stock,Relationship
KFA Large Cap Quality Dividend Index ETF,PublicEngines
Kaleido Biosciences, Inc. - Common Stock,LoseIt.com
Knowledge Leaders Developed World ETF,Knowledge
Kulicke and Soffa Industries, Inc. - Common Stock,PricewaterhouseCoopers
Kaleyra, Inc. Common Stock,PlanetEcosystems
KLX Energy Services Holdings, Inc.  - Common Stock,PlanetEcosystems
Kimberly-Clark Corporation Common Stock,MuckRock.com
Kamada Ltd. - Ordinary Shares,Morningstar,
KraneShares Trust KraneShares Emerging Markets Healthcare Index ETF,ClearHealthCosts
Kayne Anderson Midstream Energy Fund, Inc Common Stock,NonprofitMetrics
Kinder Morgan, Inc. Common Stock,Morningstar,
KemPharm, Inc. - Common Stock,PlanetEcosystems
Kemper Corporation,Experian
Kennametal Inc. Common Stock,PlaceILive.com
CarMax Inc,Garmin
Knowles Corporation Common Stock,ClearHealthCosts
MicroSectors U.S. Big Banks Index Inverse ETNs,PricewaterhouseCoopers
Kandi Technologies Group, Inc. - Common Stock,FindTheBest.com
ETF Series Solutions ETF Cboe Vest S&P 500 Dividend Aristocrats Target Income ETF,PricewaterhouseCoopers
Knoll, Inc. Common Stock,InfoCommerce
KNOT Offshore Partners LP Common Units representing Limited Partner Interests,NonprofitMetrics
Direxion All Cap Insider Sentiment Shares,Environmental
Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock,FindTheBest.com
Kinsale Capital Group, Inc. - Common Stock,PlaceILive.com
Knight-Swift Transportation Holdings Inc.,TransparaGov
Coca-Cola Company (The) Common Stock,PlanetEcosystems
Innovator Russell 2000 Power Buffer ETF - October,PricewaterhouseCoopers
Kodiak Sciences Inc - Common Stock,PlanetEcosystems
Eastman Kodak Company Common New,InfoCommerce
Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),PricewaterhouseCoopers
Innovation Shares NextGen Protocol ETF,Environmental
VanEck Vectors Coal ETF,PlanetEcosystems
ProShares UltraShort Bloomberg Natural Gas,PricewaterhouseCoopers
SPDR S&P Kensho New Economies Composite ETF,PricewaterhouseCoopers
Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,PricewaterhouseCoopers
Kopin Corporation - Common Stock,OpportunitySpace,
American Century Diversified Corporate Bond ETF,PricewaterhouseCoopers
Direxion Daily South Korea Bull 3X Shares,Healthgrades
Kosmos Energy Ltd. Common Shares (DE),LoseIt.com
Koss Corporation - Common Stock,Relationship
Karyopharm Therapeutics Inc. - Common Stock,ClearHealthCosts
Kroger Company (The) Common Stock,PlanetEcosystems
Kraton Corporation Common Stock,Retroficiency
Kilroy Realty Corporation Common Stock,realtor.com
SPDR S&P Regional Banking ETF,Personalis
KKR Real Estate Finance Trust Inc. Common Stock,FindTheBest.com
Kite Realty Group Trust Common Stock,realtor.com
36Kr Holdings Inc. - American Depositary Shares,PricewaterhouseCoopers
Global X Conscious Companies ETF,PlanetEcosystems
Repro Med Systems, Inc. - Common Stock,Predilytics
Kornit Digital Ltd. - Ordinary Shares,NonprofitMetrics
Kearny Financial - Common Stock,ClearHealthCosts
Kronos Worldwide Inc Common Stock,LoseIt.com
Kimbell Royalty Partners Common Units Representing Limited Partner Interests,PricewaterhouseCoopers
Karuna Therapeutics, Inc. - Common Stock,FindTheBest.com
Kura Sushi USA, Inc. - Class A Common Stock,ClearHealthCosts
Krystal Biotech, Inc. - Common Stock,LoseIt.com
iShares Trust iShares MSCI Saudi Arabia ETF,SmartProcure
KFA Small Cap Quality Dividend Index ETF,PublicEngines
DWS Strategic Municipal Income Trust,PricewaterhouseCoopers
Kohl's Corporation Common Stock,Relationship
Kansas City Southern Common Stock,SpotHero.com
KT Corporation Common Stock,Relationship
Kontoor Brands, Inc. Common Stock ,TransUnion
Key Tronic Corporation - Common Stock,Retroficiency
DWS Municipal Income Trust,SocialEffort
Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,PricewaterhouseCoopers
Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),PricewaterhouseCoopers
Kratos Defense & Security Solutions, Inc. - Common Stock,PlanetEcosystems
Kitov Pharma Ltd. - American Depositary Shares,OpportunitySpace,
Corts 7.625 Pfd Common Stock,InfoCommerce
Kura Oncology, Inc. - Common Stock,MuckRock.com
KraneShares MSCI All China Health Care Index ETF,ClearHealthCosts
KVH Industries, Inc. - Common Stock,FindTheBest.com
Kennedy-Wilson Holdings Inc. Common Stock,FindTheBest.com
KraneShares Trust KraneShares CSI China Internet ETF,PricewaterhouseCoopers
Quaker Chemical Corporation Common Stock,ClearHealthCosts
iShares Global Consumer Staples ETF,HelloWallet
Kaixin Auto Holdings - Ordinary Share,PricewaterhouseCoopers
Kayne Anderson MLP/Midstream Investment Company Common Stock,NonprofitMetrics
Kazia Therapeutics Limited - American Depositary Shares,ClearHealthCosts
Kezar Life Sciences, Inc. - Common Stock,FindTheBest.com
Loews Corporation Common Stock,Relationship
Direxion Daily S&P Biotech Bear 3X Shares,Healthgrades
Direxion Daily S&P Biotech Bull 3X Shares,PricewaterhouseCoopers
Lithium Americas Corp. Common Shares,PricewaterhouseCoopers
Direxion Daily Consumer Staples Bear 3X Shares,Environmental
Leisure Acquisition Corp. - Common Stock,realtor.com
Leisure Acquisition Corp. - Unit,Relationship
Lithia Motors, Inc. Common Stock,LoseIt.com
Ladder Capital Corp Class A Common Stock,PlanetEcosystems
LAIX Inc. American Depositary Shares, each  representing one Class A Ordinary Share,PricewaterhouseCoopers
Lakeland Industries, Inc. - Common Stock,PlanetEcosystems
Lamar Advertising Company - Class A Common Stock,PlanetEcosystems
Lancaster Colony Corporation - Common Stock,PlanetEcosystems
Gladstone Land Corporation - Common Stock,PlanetEcosystems
Gladstone Land Corporation - 6.375% Series A Cumulative Term Preferred Stock,PlanetEcosystems
Landmark Bancorp Inc. - Common Stock,realtor.com
nLIGHT, Inc. - Common Stock,InfoCommerce
Union Acquisition Corp. II - Ordinary Shares,Nationwide
Union Acquisition Corp. II - Units,NonprofitMetrics
Laureate Education, Inc. - Class A Common Stock,PlanetEcosystems
Lawson Products, Inc. - Common Stock,Construction
Lazard LTD. Lazard, LTD. Class A Common Stock,ClearHealthCosts
Lazydays Holdings, Inc. - Common Stock,LoseIt.com
L Brands, Inc.,TransUnion
Lakeland Bancorp, Inc. - Common Stock,PlaceILive.com
Luther Burbank Corporation - Common Stock,Environmental
Direxion Daily Latin America 3x Bull Shares,Predilytics
Liberty Broadband Corporation - Class A Common Stock,ClearHealthCosts
Liberty Broadband Corporation - Class C Common Stock,ClearHealthCosts
Liberty Oilfield Services Inc. Class A Common Stock,FindTheBest.com
Liberty Global plc - Class A Ordinary Shares,OpportunitySpace,
Liberty Global plc - Class B Ordinary Shares,OpportunitySpace,
Liberty Global plc - Class C Ordinary Shares,OpportunitySpace,
Libbey, Inc. Common Stock,LoseIt.com
LendingClub Corporation Common Stock,Environmental
Landcadia Holdings II, Inc. - Class A Common Stock,PlaceILive.com
Landcadia Holdings II, Inc. - Unit,CliniCast
Lannett Co Inc Common Stock,PlanetEcosystems
LCI Industries,McKinsey
LCNB Corporation - Common Stock,Relationship
Leuthold Core ETF,HDScores,
Lineage Cell Therapeutics, Inc. Common Stock,FindTheBest.com
Lifetime Brands, Inc. - Common Stock,FindTheBest.com
iPath Bloomberg Lead Subindex Total Return SM Index ETN,PatientsLikeMe
iShares ESG MSCI EM Leaders ETF,PlanetEcosystems
Lydall, Inc. Common Stock,InfoCommerce
Leidos Holdings, Inc. Common Stock,LoseIt.com
Cohen & Steers Limited Duration Preferred and Income Fund, Inc.,NonprofitMetrics
Innovator IBD ETF Leaders ETF,Innovest
First Trust Low Duration Strategic Focus ETF,eInstitutional
PIMCO Enhanced Low Duration Active Exchange-Traded Fund,PricewaterhouseCoopers
Lands' End, Inc. - Common Stock,LoseIt.com
Lear Corporation Common Stock,ClearHealthCosts
Realty Shares DIVCON Leaders Dividend ETF,Healthgrades
Leaf Group Ltd. Common Stock,ClearHealthCosts
Lincoln Electric Holdings, Inc. - Common Shares,PricewaterhouseCoopers
SemiLEDS Corporation - Common Stock,Relationship
Lee Enterprises, Incorporated Common Stock,PricewaterhouseCoopers
Leggett & Platt, Incorporated Common Stock,PlanetEcosystems
Legacy Housing Corporation - Common Stock,LegiNation,
First Trust Indxx Innovative Transaction & Process ETF,PricewaterhouseCoopers
Leju Holdings Limited American Depositary Shares, each representing one Ordinary share,PricewaterhouseCoopers
iShares J.P. Morgan EM Local Currency Bond,SmartProcure
Lennar Corporation Class A Common Stock,ClearHealthCosts
Amplify CrowdBureau Peer-to-Peer  Lending & Crowdfunding ETF,PricewaterhouseCoopers
BNY Mellon Strategic Municipals, Inc. Common Stock,PlaceILive.com
Centrus Energy Corp. Class A Common Stock,Peterson's
Levi Strauss & Co Class A Common Stock,LegiStorm
Level One Bancorp, Inc. - Common Stock,Development
LF Capital Acquistion Corp. - Class A Common Stock,PlaceILive.com
LF Capital Acquistion Corp. - Unit,PlaceILive.com
China Life Insurance Company Limited American Depositary Shares,ClearHealthCosts
VanEck Vectors Long/Flat Trend ETF,PlanetEcosystems
Littelfuse, Inc. - Common Stock,LoseIt.com
Lifevantage Corporation - Common Stock,PricewaterhouseCoopers
Legacy Acquisition Corp. Class A Common Stock, par value $0.0001 per share,PricewaterhouseCoopers
Lions Gate Entertainment Corporation Class B Non-Voting Shares,NonprofitMetrics
HCM Defender 500 Index ETF,Enervee
Lazard Global Total Return and Income Fund Common Stock,PricewaterhouseCoopers
LGI Homes, Inc. - Common Stock,LoseIt.com
LGL Group, Inc. (The) Common Stock,PlanetEcosystems
SPDR SSGA US Large Cap Low Volatility Index ETF,ProgrammableWeb
Ligand Pharmaceuticals Incorporated - Common Stock,PlaceILive.com
First Trust Long Duration Opportunities ETF,OpportunitySpace,
Laboratory Corporation of America Holdings Common Stock,PricewaterhouseCoopers
Leo Holdings Corp. Class A Ordinary Shares,OpportunitySpace,
LHC Group - common stock,MuckRock.com
L3Harris Technologies, Inc. Common Stock,FindTheBest.com
aTyr Pharma, Inc. - Common Stock,PlanetEcosystems
Lennox International, Inc. Common Stock,LegiNation,
Liberty Latin America Ltd. - Class A Common Stock,ClearHealthCosts
Liberty Latin America Ltd. - Class C Common Stock,ClearHealthCosts
Linde plc Ordinary Share,iMedicare
Lincoln Educational Services Corporation - Common Stock,PricewaterhouseCoopers
Lindblad Expeditions Holdings Inc.  - Common Stock,FindTheBest.com
Linx S.A. American Depositary Shares, each representing one common share,PricewaterhouseCoopers
LiqTech International, Inc. - Common Stock,LegiNation,
Global X Lithium & Battery Tech ETF,CoolClimate
LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares,PricewaterhouseCoopers
Lumentum Holdings Inc. - Common Stock,LoseIt.com
Live Ventures Incorporated - Common Stock,PlanetEcosystems
LIV Capital Acquisition Corp. - Class A Ordinary Shares,PlanetEcosystems
LIV Capital Acquisition Corp. - Unit,SimpleTuition
LivaNova PLC - Ordinary Shares,OpportunitySpace,
LiveXLive Media, Inc. - Common Stock,PlaceILive.com
LIZHI INC. - American Depositary Shares,PricewaterhouseCoopers
La Jolla Pharmaceutical Company - Common Stock,ClearHealthCosts
Luckin Coffee Inc. - American Depositary Shares,PricewaterhouseCoopers
Luokung Technology Corp - Ordinary Shares,PricewaterhouseCoopers
Lakeland Financial Corporation - Common Stock,Environmental
FlexShares Trust FlexShares Credit-Scored US Long Corporate Bond Index Fund,PricewaterhouseCoopers
LKQ Corporation - Common Stock,Relationship
Lumber Liquidators Holdings, Inc Common Stock,PricewaterhouseCoopers
Lilis Energy, Inc. Common Stock,LoseIt.com
Lianluo Smart Limited - Class A Common Stock,ClearHealthCosts
Limelight Networks, Inc. - Common Stock,PlanetEcosystems
Eli Lilly and Company Common Stock,InfoCommerce
Legg Mason, Inc. Common Stock,LegiStorm
LeMaitre Vascular, Inc. - Common Stock,ClearHealthCosts
Limbach Holdings, Inc. - Common Stock,LoseIt.com
First Trust Low Duration Opportunities ETF,OpportunitySpace,
LM Funding America, Inc. - Common Stock,MuckRock.com
Legg Mason, Inc. 6.375% Junior Subordinated Notes due 2056,Environmental
Legg Mason, Inc. 5.45% Junior Subordinated Notes due 2056,Environmental
ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN Series B due June 24, 2044,NonprofitMetrics
Liminal BioSciences Inc. - Common Shares,FindTheBest.com
Limoneira Co - Common Stock,InfoCommerce
Luminex Corporation - Common Stock,InfoCommerce
LMP Automotive Holdings, Inc. - Common Stock,PlaceILive.com
Landmark Infrastructure Partners LP - Common Units,PricewaterhouseCoopers
Landmark Infrastructure Partners LP - Preferred Stock,PricewaterhouseCoopers
Landmark Infrastructure Partners LP - Preferred Units,PricewaterhouseCoopers
Landmark Infrastructure Partners LP - 8.00% Series A Cumulative Redeemable Perpetual Preferred Units,PricewaterhouseCoopers
Limestone Bancorp, Inc. - Common Stock,FindTheBest.com
Lockheed Martin Corporation Common Stock,ClearHealthCosts
LINE Corporation American Depositary Shares (each representing one share of Common Stock),PricewaterhouseCoopers
Lincoln National Corporation Common Stock,ClearHealthCosts
Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),PricewaterhouseCoopers
Landec Corporation - Common Stock,PlanetEcosystems
Cheniere Energy, Inc. Common Stock,ClearHealthCosts
Global X Longevity Thematic ETF,CoolClimate
Lindsay Corporation Common Stock,InfoCommerce
Alliant Energy Corporation - Common Stock,PlanetEcosystems
Lantheus Holdings, Inc. - Common Stock,FindTheBest.com
Longevity Acquisition Corporation - Ordinary Shares,OpportunitySpace,
Longevity Acquisition Corporation - Units,PricewaterhouseCoopers
Manhattan Bridge Capital, Inc - Common Stock,ClearHealthCosts
Live Oak Bancshares, Inc. - Common Stock,FindTheBest.com
El Pollo Loco Holdings, Inc. - Common Stock,PlaceILive.com
Comstock Mining, Inc. Common Stock,Morningstar,
LogicBio Therapeutics, Inc. - Common Stock,FindTheBest.com
Logitech International S.A. - Registered Shares,PricewaterhouseCoopers
LogMeIn, Inc. - Common Stock,LoseIt.com
Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,eInstitutional
Lonestar Resources US Inc. - Class A Common Stock,Construction
Loop Industries, Inc. - Common Stock,FindTheBest.com
Grand Canyon Education, Inc. - Common Stock,PlaceILive.com
Loral Space and Communications, Inc. - Common Stock,LoseIt.com
Innovator Loup Frontier Tech E,NonprofitMetrics
Spark Networks, Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share),PricewaterhouseCoopers
The Lovesac Company - Common Stock,Development
Lowe's Companies, Inc. Common Stock,LoseIt.com
SPDR MSCI ACWI Low Carbon Target ETF,PricewaterhouseCoopers
Lipocine Inc. - Common Stock,LoseIt.com
Dorian LPG Ltd. Common Stock,PlanetEcosystems
Laredo Petroleum, Inc. Common Stock,Retroficiency
LG Display Co, Ltd AMERICAN DEPOSITORY SHARES,PlanetEcosystems
LPL Financial Holdings Inc. - Common Stock,PlaceILive.com
LivePerson, Inc. - Common Stock,Personalis
LightPath Technologies, Inc. - Class A Common Stock,FindTheBest.com
Leap Therapeutics, Inc. - Common Stock,ClearHealthCosts
Louisiana-Pacific Corporation Common Stock,NonprofitMetrics
iShares iBoxx $ Investment Grade Corporate Bond ETF,PricewaterhouseCoopers
Liquidia Technologies, Inc. - Common Stock,FindTheBest.com
iShares Interest Rate Hedged Corporate Bond ETF,PricewaterhouseCoopers
iShares Inflation Hedged Corporate Bond ETF,Relationship
Liquidity Services, Inc. - Common Stock,FindTheBest.com
Lam Research Corporation - Common Stock,ClearHealthCosts
ClearBridge Large Cap Growth ESG ETF,ClearHealthCosts
iShares Edge MSCI Multifactor USA ETF,ClearHealthCosts
K12 Inc Common Stock,InfoCommerce
TrueMark Technology, AI & Deep Learning ETF,EarthObserver
LeaderShares AlphaFactor US Core Equity ETF,ClearHealthCosts
Lake Shore Bancorp, Inc. - Common Stock,realtor.com
Lattice Semiconductor Corporation - Common Stock,PricewaterhouseCoopers
Life Storage, Inc. Common Stock,LoseIt.com
Salt Low truBeta US Market ETF,DataMarket
Natixis ETF Trust Natixis Loomis Sayles Short Duration Income ETF,PatientsLikeMe
Landstar System, Inc. - Common Stock,PlanetEcosystems
Liberty Media Corporation - Series A Liberty SiriusXM Common Stock,PricewaterhouseCoopers
Liberty Media Corporation - Series B Liberty SiriusXM Common Stock,PricewaterhouseCoopers
Liberty Media Corporation - Series C Liberty SiriusXM Common Stock,PricewaterhouseCoopers
Lightbridge Corporation - Common Stock,Relationship
LTC Properties, Inc. Common Stock,PlanetEcosystems
Livent Corporation Common Stock,Environmental
ProShares Ultra Telecommunications ProShares,PricewaterhouseCoopers
LATAM Airlines Group S.A.,DataMarket
Pimco 15  Year U.S. TIPS Index Exchange-Traded Fund,Marinexplore,
Liberty TripAdvisor Holdings, Inc. - Series A Common Stock,PricewaterhouseCoopers
Liberty TripAdvisor Holdings, Inc. - Series B Common Stock,PricewaterhouseCoopers
Lantronix, Inc. - Common Stock,LoseIt.com
Luby's, Inc. Common Stock,LoseIt.com
lululemon athletica inc. - Common Stock,ClearHealthCosts
Lumos Pharma, Inc. - Common Stock,LoseIt.com
Luna Innovations Incorporated - Common Stock,PlanetEcosystems
Southwest Airlines Company Common Stock,ClearHealthCosts
Livongo Health, Inc. - common stock,ClearHealthCosts
Innovator Lunt Low Vol/High Beta Tactical ETF,OpportunitySpace,
Legg Mason Low Volatility High Dividend ETF,Healthgrades
Legg Mason Emerging Markets Low Volatility High Dividend ETF,MarketSense
Legg Mason International Low Volatility High Dividend ETF,Nationwide
Las Vegas Sands Corp. Common Stock,realtor.com
Hartford Multifactor Low Volatility US Equity ETF,PricewaterhouseCoopers
Lamb Weston Holdings, Inc. Common Stock ,LoseIt.com
Lifeway Foods, Inc. - Common Stock,LoseIt.com
LexinFintech Holdings Ltd. - American Depositary Shares,PricewaterhouseCoopers
Luxfer Holdings PLC Ordinary Shares,OpportunitySpace,
Lexington Realty Trust Common Stock,FindTheBest.com
Lexicon Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
LSB Industries, Inc. Common Stock,FindTheBest.com
LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),PlanetEcosystems
Lyft, Inc. - Class A Common Stock,FindTheBest.com
Lloyds Banking Group Plc American Depositary Shares,OpportunitySpace,
Dragon Victory International Limited - Ordinary Shares,PricewaterhouseCoopers
LSI Industries Inc. - Common Stock,FindTheBest.com
Live Nation Entertainment, Inc. Common Stock,NonprofitMetrics
La-Z-Boy Incorporated Common Stock,PlanetEcosystems
Macy's Inc Common Stock,InfoCommerce
Mastercard Incorporated Common Stock,PlanetEcosystems
Mid-America Apartment Communities, Inc. Common Stock,PricewaterhouseCoopers
VanEck Vectors Municipal Allocation ETF,Investormill
Macerich Company (The) Common Stock,ClearHealthCosts
Merrimack Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
MAG Silver Corporation Ordinary Shares,OpportunitySpace,
Point Bridge GOP Stock Tracker ETF,NonprofitMetrics
Magal Security Systems Ltd. - Ordinary Shares,PlanetEcosystems
Main Street Capital Corporation Common Stock,eInstitutional
ManpowerGroup Common Stock,InfoCommerce
Manhattan Associates, Inc. - Common Stock,PlanetEcosystems
ManTech International Corporation - Class A Common Stock,ClearHealthCosts
Manchester United Ltd. Class A Ordinary Shares,ClearHealthCosts
Marriott International - Class A Common Stock,PricewaterhouseCoopers
Marathon Patent Group, Inc. - Common Stock,PricewaterhouseCoopers
First Trust Merger Arbitrage ETF,SmartAsset
Remark Holdings, Inc. - Common Stock,realtor.com
Marine Petroleum Trust - Units of Beneficial Interest,PricewaterhouseCoopers
Masco Corporation Common Stock,MuckRock.com
Masimo Corporation - Common Stock,MuckRock.com
Mattel, Inc. - Common Stock,InfoCommerce
Matthews International Corporation - Class A Common Stock,PricewaterhouseCoopers
Matson, Inc. Common Stock,Maponics
Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest,PricewaterhouseCoopers
Maxar Technologies Inc.,Marinexplore,
J. W. Mays, Inc. - Common Stock,InfoCommerce
iShares MBS ETF,SmartAsset
Middlefield Banc Corp. - Common Stock,Development
MBIA Inc. Common Stock,InfoCommerce
Marrone Bio Innovations, Inc. - Common Stock,Relationship
Merchants Bancorp - Common Stock,realtor.com
Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate,PricewaterhouseCoopers
Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,PricewaterhouseCoopers
Mustang Bio, Inc. - Common Stock,MuckRock.com
Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F,NonprofitMetrics
Microbot Medical Inc.  - Common Stock,MicroBilt
Moleculin Biotech, Inc. - Common Stock,PlaceILive.com
FlexShares Disciplined Duration MBS Index Fund,Relationship
Mobile TeleSystems PJSC,PlanetEcosystems
Malibu Boats, Inc. - Common Stock,LoseIt.com
Mercantile Bank Corporation - Common Stock,ClearHealthCosts
Moelis & Company Class A Common Stock,Compliance
Blackrock MuniYield California Quality Fund, Inc. Common Stock,PlaceILive.com
Metropolitan Bank Holding Corp. Common Stock,PlaceILive.com
Macatawa Bank Corporation - Common Stock,MuckRock.com
MetroCity Bankshares, Inc. - Common Stock,FindTheBest.com
Medley Capital Corporation Common Stock,ClearHealthCosts
McDonald's Corporation Common Stock,Construction
First Trust Municipal CEF Income Opportunity ETF,Retroficiency
Mid-Con Energy Partners, LP - Common Units,ClearHealthCosts
Contango Oil & Gas Company Common Stock (TX),ClearHealthCosts
MasterCraft Boat Holdings, Inc. - Common Stock,PricewaterhouseCoopers
iShares MSCI China ETF,iMedicare
Microchip Technology Incorporated - Common Stock,PricewaterhouseCoopers
Marchex, Inc. - Class B Common Stock,Relationship
Barings Corporate Investors Common Stock,PricewaterhouseCoopers
McKesson Corporation Common Stock,Environmental
Merida Merger Corp. I - Common Stock,Development
Madison Covered Call & Equity Strategy Fund Common Stock,PlanetEcosystems
Moody's Corporation Common Stock,MuckRock.com
MFS Charter Income Trust Common Stock,PricewaterhouseCoopers
Seres Therapeutics, Inc. - Common Stock,FindTheBest.com
Monarch Casino & Resort, Inc. - Common Stock,FindTheBest.com
IQ Hedge Macro Tracker ETF,HealthPocket,
Marcus Corporation (The) Common Stock,PlanetEcosystems
Medley Capital Corporation 6.125% Senior Notes due 2023,PricewaterhouseCoopers
Medley Capital Corporation 6.50% Notes due 2021,OpportunitySpace,
Mercury General Corporation Common Stock,Relationship
Mednax, Inc. Common Stock,Environmental
MongoDB, Inc. - Class A Common Stock,Robinson
M.D.C. Holdings, Inc. Common Stock,CliniCast
MDC Partners Inc. - Class A Subordinate Voting Shares,PricewaterhouseCoopers
Madrigal Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
Medigus Ltd. - American Depositary Shares,PlanetEcosystems
Mediaco Holding Inc. - Class A Common Stock,CliniCast
First Trust Multi-Asset Diversified Income Index Fund,FindTheBest.com
MDJM LTD - Ordinary Shares,Morningstar,
Medallia, Inc. Common Stock,Relationship
Medley LLC 7.25% Notes due 2024,ConnectEDU
Medley LLC 6.875% Senior Notes due 2026,Revelstone
Medley Management Inc. Class A Common Stock,PlanetEcosystems
Mondelez International, Inc. - Class A Common Stock,LegiNation,
Meredith Corporation Common Stock,Retroficiency
Medalist Diversified REIT, Inc. - Common Stock,FindTheBest.com
Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock,PricewaterhouseCoopers
Allscripts Healthcare Solutions, Inc. - common stock,ClearHealthCosts
Medtronic plc. Ordinary Shares,OpportunitySpace,
MDU Resources Group, Inc. Common Stock (Holding Company),MuckRock.com
MediWound Ltd. - Ordinary Shares,Morningstar,
SPDR MidCap Trust Series I,TrustedID
SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV),PricewaterhouseCoopers
SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD,PricewaterhouseCoopers
iShares Short Maturity Municipal Bond ETF,OpportunitySpace,
Mayville Engineering Company, Inc. Common Stock,Environmental
MEDIFAST INC Common Stock,Relationship
Medpace Holdings, Inc. - Common Stock,PlaceILive.com
Trxade Group, Inc. - Common Stock,Retroficiency
The Meet Group, Inc. - Common Stock,Retroficiency
Methode Electronics, Inc. Common Stock,MuckRock.com
MEI Pharma, Inc. - Common Stock,PlanetEcosystems
MercadoLibre, Inc. - Common Stock,PlaceILive.com
Blackrock MuniEnhanced Fund, Inc Common Stock,MuckRock.com
Methanex Corporation - Common Stock,PlanetEcosystems
Mercer International Inc. - Common Stock,PlaceILive.com
Mesa Air Group, Inc. - Common Stock,Environmental
Mesoblast Limited - American Depositary Shares,PlanetEcosystems
MetLife, Inc. Common Stock,LoseIt.com
Ramaco Resources, Inc. - Common Stock,MuckRock.com
Meten EdtechX Education Group Ltd. - Ordinary Shares,PlanetEcosystems
Direxion Daily MSCI Mexico Bull 3X Shares,Predilytics
MFA Financial, Inc.,Nautilytics
Megalith Financial Acquisition Corp. Class A Common Stock,realtor.com
Manulife Financial Corporation Common Stock,ClearHealthCosts
Macquarie First Trust Global Common Stock,eInstitutional
PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor International Equity ETF,PricewaterhouseCoopers
PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF,PricewaterhouseCoopers
Mizuho Financial Group, Inc. Sponosred ADR (Japan),Marinexplore,
Micro Focus Intl PLC ADS each representing One Ord Sh,PricewaterhouseCoopers
JMU Limited - American Depositary Shares,PlanetEcosystems
Medallion Financial Corp. - Common Stock,realtor.com
