Coherus BioSciences, Inc. - Common Stock,FindTheBest.com
C.H. Robinson Worldwide, Inc. - Common Stock,CONNECT-DOT
Chico's FAS, Inc. Common Stock,LoseIt.com
CHS Inc - Class B Cumulative Redeemable Preferred Stock, Series 4,ClearHealthCosts
CHS Inc - Class B Reset Rate Cumulative Redeemable Preferred Stock, Series 3,ClearHealthCosts
CHS Inc - Preferred Class B Series 2 Reset Rate,PlanetEcosystems
CHS Inc - Class B Cumulative Redeemable Preferred Stock,PricewaterhouseCoopers
CHS Inc - 8%  Cumulative Redeemable Preferred Stock,PricewaterhouseCoopers
Chunghwa Telecom Co., Ltd.,ClearHealthCosts
Charter Communications, Inc. - Class A Common Stock,Relationship
China Unicom (Hong Kong) Ltd Common Stock,ClearHealthCosts
Chuy's Holdings, Inc. - Common Stock,CliniCast
Calamos Global Dynamic Income Fund - Common Stock,PlanetEcosystems
Chewy, Inc. Class A Common Stock,ClearHealthCosts
Calamos Convertible and High Income Fund - Common Stock,PlaceILive.com
Cigna Corporation Common Stock,ClearHealthCosts
Citizens, Inc. Class A Common Stock ($1.00 Par),Environmental
BanColombia S.A. Common Stock,FindTheBest.com
First Trust NASDAQ Cybersecurity ETF,FindTheBest.com
VictoryShares International High Div Volatility Wtd ETF,PowerAdvocate
Cinedigm Corp - Class A Common Stock,ClearHealthCosts
Ciena Corporation Common Stock,ClearHealthCosts
MFS Intermediate High Income Fund Common Stock,PricewaterhouseCoopers
China Internet Nationwide Financial Services Inc. - Ordinary Shares,Retroficiency
Comp En De Mn Cemig ADS American Depositary Shares,PlanetEcosystems
Colliers International Group Inc.  - Subordinate Voting Shares,PricewaterhouseCoopers
China Index Holdings Limited - American Depository Shares,PlanetEcosystems
Blackrock Capital and Income Fund, Inc.,MuckRock.com
CIIG Merger Corp. - Class A Common Stock,ClearHealthCosts
CIIG Merger Corp. - Units,Mercaris
Credit Suisse Asset Management Income Fund, Inc. Common Stock,PricewaterhouseCoopers
VictoryShares International Volatility Wtd ETF,eInstitutional
Chimera Investment Corporation Common Stock,PlanetEcosystems
Cincinnati Financial Corporation - Common Stock,ClearHealthCosts
Ciner Resources LP Common Units representing Limited Partner Interests,NonprofitMetrics
City Office REIT, Inc. Common Stock,FindTheBest.com
CIRCOR International, Inc. Common Stock,PlaceILive.com
CIT Group Inc (DEL) Common Stock,Retroficiency
Civista Bancshares, Inc.  - Common Stock,FindTheBest.com
CompX International Inc. Common Stock,PlaceILive.com
VictoryShares Developed Enhanced Volatility Wtd ETF,Development
Citizens Holding Company - Common Stock,Environmental
China Jo-Jo Drugstores, Inc. - Common Stock,FindTheBest.com
SEACOR Holdings Inc. Common Stock,PlaceILive.com
Checkpoint Therapeutics, Inc. - Common Stock,FindTheBest.com
CKX Lands, Inc. Common Stock,PlanetEcosystems
Colgate-Palmolive Company Common Stock,PlaceILive.com
Clarus Corporation - Common Stock,ClearHealthCosts
Core Laboratories N.V. Common Stock,realtor.com
Columbia Financial, Inc. - Common Stock,PlaceILive.com
Caladrius Biosciences, Inc. - Common Stock,LoseIt.com
Collectors Universe, Inc. - Common Stock,Collective
Cortland Bancorp - Common Stock,PlanetEcosystems
Cloudera, Inc. Common Stock,LoseIt.com
Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,PlanetEcosystems
Celldex Therapeutics, Inc. - Common Stock,ClearHealthCosts
Cleveland-Cliffs Inc. Common Stock,PlaceILive.com
Clearfield, Inc. - Common Stock,ClearHealthCosts
CollPlant Biotechnologies Ltd. - American Depositary Shares,PlanetEcosystems
CoreLogic, Inc. Common Stock,CoreLogic
Clean Harbors, Inc. Common Stock,ClearHealthCosts
Mack-Cali Realty Corporation Common Stock,ClearHealthCosts
ClearSign Technologies Corporation - Common Stock,ClearHealthCosts
ProShares Long Online/Short Stores ETF,PlanetEcosystems
Cellectis S.A. - American Depositary Shares,ClearHealthCosts
Cornerstone Strategic Value Fund, Inc. New Common Stock,ClearHealthCosts
Calumet Specialty Products Partners, L.P. - Common units representing limited partner interests,PricewaterhouseCoopers
Colony Credit Real Estate, Inc. Class A Common Stock,FindTheBest.com
Clean Energy Fuels Corp. - Common Stock,ClearHealthCosts
Colony Capital, Inc.,LOGIXDATA,
Global X Cloud Computing ETF,CoolClimate
Clipper Realty Inc. Common Stock,ClearHealthCosts
CLPS Incorporation - Common Stock,ClearHealthCosts
ClearPoint Neuro Inc. - Common Stock,ClearHealthCosts
Continental Resources, Inc. Common Stock,FindTheBest.com
Cellectar Biosciences, Inc. - Common Stock,ClearHealthCosts
IQ Chaikin U.S. Large Cap ETF,Marinexplore,
ClearOne, Inc. - Common Stock,ClearHealthCosts
Celestica, Inc. Common Stock,ClearHealthCosts
Clearside Biomedical, Inc. - Common Stock,ClearHealthCosts
CleanSpark, Inc. - Common Stock,ClearHealthCosts
Celsion Corporation - Common Stock,Relationship
Invesco Treasury Collateral ETF,Investormill
Town Sports International Holdings, Inc. - Common Stock,PricewaterhouseCoopers
Clovis Oncology, Inc. - Common Stock,LoseIt.com
Clearwater Paper Corporation Common Stock,ClearHealthCosts
Euro Tech Holdings Company Limited - Ordinary Shares,Relationship
Clorox Company (The) Common Stock,PlanetEcosystems
Calyxt, Inc. - Common Stock,CliniCast
Canadian Imperial Bank of Commerce Common Stock,InfoCommerce
Comerica Incorporated Common Stock,ClearHealthCosts
Cambium Networks Corporation - Ordinary Shares,OpportunitySpace,
iShares CMBS Bond ETF,Revelstone
Commercial Metals Company Common Stock,ClearHealthCosts
Caledonia Mining Corporation Plc Common Shares,ClearHealthCosts
Cheetah Mobile Inc. American Depositary Shares, each representing 10 Class Ordinary Shares,PricewaterhouseCoopers
Columbus McKinnon Corporation - Common Stock,MuckRock.com
Comcast Corporation - Class A Common Stock,ClearHealthCosts
CIM Commercial Trust Corporation - Common Stock,Construction
CIM Commercial Trust Corporation - Series L Preferred Stock,PricewaterhouseCoopers
Cantel Medical Corp. Common Stock,ClearHealthCosts
iShares Bloomberg Roll Select Commodity Strategy ETF,PricewaterhouseCoopers
CME Group Inc. - Class A Common Stock,ClearHealthCosts
iShares California Muni Bond ETF,TransUnion
Chipotle Mexican Grill, Inc. Common Stock,PlaceILive.com
Cummins Inc. Common Stock,CliniCast
Cumulus Media Inc. - Class A Common Stock,ClearHealthCosts
Capstead Mortgage Corporation Common Stock,ClearHealthCosts
Compass Minerals Intl Inc Common Stock,ClearHealthCosts
Cimpress plc - Ordinary Shares,OpportunitySpace,
Costamare Inc. Common Stock $0.0001 par value,LoseIt.com
Chimerix, Inc. - Common Stock,PlaceILive.com
CMS Energy Corporation Common Stock,Environmental
CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,OpportunitySpace,
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,OpportunitySpace,
CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,OpportunitySpace,
Core Molding Technologies Inc Common Stock,PlanetEcosystems
Comtech Telecommunications Corp. - Common Stock,PricewaterhouseCoopers
MFS Municipal Income Trust Common Stock,SimpleTuition
Xtrackers MSCI All China Equity ETF,Revaluate
CNA Financial Corporation Common Stock,ClearHealthCosts
Conatus Pharmaceuticals Inc. - Common Stock,PlaceILive.com
Century Bancorp, Inc. - Class A Common Stock,Environmental
Amplify Seymour Cannabis ETF,Mercaris
Centene Corporation Common Stock,Environmental
Concert Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
Loncar Cancer Immunotherapy ETF,OpenCounter
Conduent Incorporated - Common Stock,CONNECT-DOT
ChinaNet Online Holdings, Inc. - Common Stock,PlanetEcosystems
CNFinance Holdings Limited American Depositary Shares, each representing  twenty (20) Ordinary Shares,PricewaterhouseCoopers
Conifer Holdings, Inc. - Common Stock,NonprofitMetrics
Conifer Holdings, Inc. - Senior Unsecured Notes,PricewaterhouseCoopers
CNH Industrial N.V. Common Shares,FindTheBest.com
Canadian National Railway Company Common Stock,PlanetEcosystems
Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock,ClearHealthCosts
CONMED Corporation Common Stock,ClearHealthCosts
Cincinnati Bancorp, Inc. - Common Stock,FindTheBest.com
Cannae Holdings, Inc. Common Stock,CliniCast
CNO Financial Group, Inc. Common Stock,PlaceILive.com
ConnectOne Bancorp, Inc. - Common Stock,CONNECT-DOT
CenterPoint Energy, Inc (Holding Co) Common Stock,PricewaterhouseCoopers
Canadian Natural Resources Limited Common Stock,ClearHealthCosts
Cornerstone Building Brands, Inc. Common Stock,FindTheBest.com
SPDR S&P Kensho Clean Power ETF,PricewaterhouseCoopers
Cohen & Steers Inc Common Stock,Construction
Consolidated Communications Holdings, Inc. - Common Stock,Construction
CNS Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
Constellation Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
Centogene N.V. - Common Shares,FindTheBest.com
Century Casinos, Inc. - Common Stock,TransUnion
CNX Resources Corporation Common Stock,ClearHealthCosts
CNX Midstream Partners LP Common Units representing limited partner interests,PricewaterhouseCoopers
PC Connection, Inc. - Common Stock,CONNECT-DOT
VanEck Vectors ChinaAMC SME-ChNext ETF,PlanetEcosystems
iShares MSCI China A ETF,iMedicare
Global Cord Blood Corporation Common Stock,ClearHealthCosts
Cocrystal Pharma, Inc. - Common Stock,ClearHealthCosts
Coda Octopus Group, Inc. - Common stock,realtor.com
Compass Diversified Holdings Shares of Beneficial Interest,PricewaterhouseCoopers
Co-Diagnostics, Inc. - Common Stock,Construction
China Online Education Group American depositary shares, each representing 15 Class A ordinary shares,PricewaterhouseCoopers
Capital One Financial Corporation Common Stock,ClearHealthCosts
ChoiceOne Financial Services, Inc. - Common Stock,FindTheBest.com
Cabot Oil & Gas Corporation Common Stock,ClearHealthCosts
Cohen & Company Inc.,mHealthCoach
Coherent, Inc. - Common Stock,LoseIt.com
Cohu, Inc. - Common Stock,InfoCommerce
Coca-Cola Consolidated, Inc. - Common Stock,PlaceILive.com
Columbia Banking System, Inc. - Common Stock,PlanetEcosystems
Americold Realty Trust Common Shares,PricewaterhouseCoopers
Collegium Pharmaceutical, Inc. - Common Stock,ClearHealthCosts
Columbia Sportswear Company - Common Stock,ClearHealthCosts
Direxion Auspice Broad Commodity Strategy ETF,NonprofitMetrics
GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF,PricewaterhouseCoopers
CommScope Holding Company, Inc. - Common Stock,Compliance
iShares Commodities Select Strategy ETF,PlanetEcosystems
CyrusOne Inc - Common Stock,CONNECT-DOT
Conn's, Inc. - Common Stock,CONNECT-DOT
The Cooper Companies, Inc. Common Stock,PlanetEcosystems
Mr. Cooper Group Inc. - Common Stock,MuckRock.com
ConocoPhillips Common Stock,PlaceILive.com
Global X Copper Miners ETF,PublicEngines
CoreSite Realty Corporation Common Stock,ClearHealthCosts
Core-Mark Holding Company, Inc. - Common Stock,ClearHealthCosts
Teucrium Corn Fund ETV,Municode
Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund,PricewaterhouseCoopers
CorEnergy Infrastructure Trust, Inc. Common Stock,Construction
Corcept Therapeutics Incorporated - Common Stock,PricewaterhouseCoopers
Correvio Pharma Corp. - Ordinary Shares (Canada),OpportunitySpace,
Costco Wholesale Corporation - Common Stock,ClearHealthCosts
Coty Inc. Class A Common Stock,CliniCast
Coupa Software Incorporated - Common Stock,PricewaterhouseCoopers
iPathA Series B Bloomberg Livestock Subindex Total Return ETN,PricewaterhouseCoopers
Cowen Inc. - Class A Common Stock,LoseIt.com
Cowen Inc. - 7.75% Senior Notes due 2033,ConnectEDU
Cowen Inc. - 7.35% Senior Notes Due 2027,ConnectEDU
Pacer US Cash Cows 100 ETF,PlanetEcosystems
Canadian Pacific Railway Limited Common Stock,ClearHealthCosts
Copa Holdings, S.A. Copa Holdings, S.A. Class A Common Stock,PlaceILive.com
Conyers Park II Acquisition Corp. - Class A Common Stock,ClearHealthCosts
Conyers Park II Acquisition Corp. - Unit,Construction
Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),PricewaterhouseCoopers
CounterPath Corporation - Common Stock,ClearHealthCosts
Campbell Soup Company Common Stock,PlanetEcosystems
Callon Petroleum Company Common Stock,PlanetEcosystems
United States Copper Index Fund ETV,PricewaterhouseCoopers
Central Pacific Financial Corp New,Retroficiency
Crescent Point Energy Corporation Ordinary Shares (Canada),PricewaterhouseCoopers
Canterbury Park Holding Corporation - Common Stock,ClearHealthCosts
China Pharma Holdings, Inc. Common Stock,ClearHealthCosts
IQ Real Return ETF,Overture
Cumberland Pharmaceuticals Inc. - Common Stock,PlaceILive.com
Chesapeake Utilities Corporation Common Stock,PlanetEcosystems
CorePoint Lodging Inc. Common Stock ,CoreLogic
Capital Product Partners L.P. - common units representing limited partner interests,PricewaterhouseCoopers
Capri Holdings Limited Ordinary Shares,PlanetEcosystems
Copart, Inc. - Common Stock,ClearHealthCosts
Catalyst Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
Cooper-Standard Holdings Inc. Common Stock,ClearHealthCosts
CPS Technologies Corp. - Common Stock,SpotHero.com
Computer Programs and Systems, Inc. - Common Stock,PlanetEcosystems
Consumer Portfolio Services, Inc. - Common Stock,NonprofitMetrics
Capstone Turbine Corporation - Common Stock,PlanetEcosystems
Camden Property Trust Common Stock,NonprofitMetrics
Capitala Finance Corp. - Common Stock,PlanetEcosystems
Capitala Finance Corp. - 5.75% Convertible Notes Due 2022,PlanetEcosystems
Capitala Finance Corp. - 6% Notes Due 2022,PlanetEcosystems
Calamos Long/Short Equity & Dynamic Income Trust - Common Stock,PlanetEcosystems
Cheniere Energy Partners, LP Cheniere Energy Partners, LP Common Units,ClearHealthCosts
Invesco China Technology ETF,SocialEffort
Crane Co. Common Stock,PlanetEcosystems
CRA International,Inc. - Common Stock,PlaceILive.com
VanEck Vectors Oil Refiners ETF,MarketSense
iShares MSCI ACWI Low Carbon Target ETF,SocialEffort
Corbus Pharmaceuticals Holdings, Inc. - Common Stock,PlaceILive.com
California Resources Corporation Common Stock,ClearHealthCosts
Cree, Inc. - Common Stock,InfoCommerce
China Recycling Energy Corporation - Common Stock,Relationship
Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock,PricewaterhouseCoopers
Creative Realities, Inc. - Common Stock,ClearHealthCosts
Cornerstone Total Return Fund, Inc. (The) Common Stock,NonprofitMetrics
CRH PLC American Depositary Shares,PlanetEcosystems
CRH Medical Corporation Common Shares of Beneficial Interest,PricewaterhouseCoopers
Carter's, Inc. Common Stock,Peterson's
Curis, Inc. - Common Stock,InfoCommerce
Comstock Resources, Inc. Common Stock,MuckRock.com
Charles River Laboratories International, Inc. Common Stock,ClearHealthCosts
Salesforce.com Inc Common Stock,ClearHealthCosts
CorMedix Inc. Common Stock,LoseIt.com
America's Car-Mart, Inc. - Common Stock,ClearHealthCosts
Cerence Inc. - Common Stock,Environmental
Ceragon Networks Ltd. - Ordinary Shares,OpportunitySpace,
Crinetics Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
ProShares UltraShort Australian Dollar,PricewaterhouseCoopers
Cronos Group Inc. - Common Share,Construction
IQ Global Agribusiness Small Cap ETF,ClearHealthCosts
Crocs, Inc. - Common Stock,LoseIt.com
Carpenter Technology Corporation Common Stock,PricewaterhouseCoopers
Crescent Acquisition Corp - Class A Common Stock,PricewaterhouseCoopers
Crescent Acquisition Corp - Unit,Relationship
CRISPR Therapeutics AG - Common Shares,PricewaterhouseCoopers
Cross Timbers Royalty Trust Common Stock,ClearHealthCosts
Criteo S.A. - American Depositary Shares,PricewaterhouseCoopers
Cortexyme, Inc. - Common Stock,LoseIt.com
Cirrus Logic, Inc. - Common Stock,MuckRock.com
CorVel Corp. - Common Stock,Development
Corvus Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
CrowdStrike Holdings, Inc. - Class A Common Stock,CliniCast
Crown Crafts, Inc. - Common Stock,CONNECT-DOT
CryoLife, Inc. Common Stock,LoseIt.com
Credit Suisse Group American Depositary Shares,PricewaterhouseCoopers
VictoryShares US Small Cap Volatility Wtd ETF,HelloWallet
VictoryShares US Small Cap High Div Volatility Wtd ETF,Healthgrades
Champions Oncology, Inc. - Common Stock,PlaceILive.com
Cisco Systems, Inc. - Common Stock,LoseIt.com
Invesco S&P Spin-Off ETF,Investormill
VictoryShares US Discovery Enhanced Volatility Wtd ETF,PowerAdvocate
CenterState Bank Corporation - Common Stock,ClearHealthCosts
CoStar Group, Inc. - Common Stock,Construction
CSG Systems International, Inc. - Common Stock,eInstitutional
Cardiovascular Systems, Inc. - Common Stock,PricewaterhouseCoopers
Canadian Solar Inc. - common shares,PatientsLikeMe
Carlisle Companies Incorporated Common Stock,PricewaterhouseCoopers
Castlight Health, Inc. Class B Common Stock,ClearHealthCosts
ProShares Large Cap Core Plus,PricewaterhouseCoopers
IQ Chaikin U.S. Small Cap ETF,CliniCast
Cornerstone OnDemand, Inc. - Common Stock,CONNECT-DOT
CSP Inc. - Common Stock,InfoCommerce
Casper Sleep Inc. Common Stock,PlanetEcosystems
Calamos Strategic Total Return Fund - Common Stock,ClearHealthCosts
Chicken Soup for the Soul Entertainment, Inc. - Class A Common Stock,NonprofitMetrics
Chicken Soup for the Soul Entertainment, Inc. - 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,PricewaterhouseCoopers
Caesarstone Ltd. - Ordinary Shares,ClearHealthCosts
Castle Biosciences, Inc. - Common stock,LoseIt.com
Constellium SE Ordinary Shares (France),OpportunitySpace,
CapStar Financial Holdings, Inc. - Common Stock,ClearHealthCosts
Capital Senior Living Corporation Common Stock,PlaceILive.com
Carriage Services, Inc. Common Stock,FindTheBest.com
Capital Southwest Corporation - Common Stock,SpotHero.com
Capital Southwest Corporation - 5.95% Notes due 2022,OpportunitySpace,
CSW Industrials, Inc. - Common Stock,FindTheBest.com
CSX Corporation - Common Stock,Relationship
Qwest Corporation 7% Notes due 2056,OpportunitySpace,
Cintas Corporation - Common Stock,ClearHealthCosts
Cooper Tire & Rubber Company Common Stock,PricewaterhouseCoopers
Qwest Corporation 6.5% Notes due 2056,OpportunitySpace,
Community Trust Bancorp, Inc. - Common Stock,Construction
Qwest Corporation 6.75% Notes due 2057,OpportunitySpace,
CynergisTek, Inc. Common Stock,PlanetEcosystems
Computer Task Group, Incorporated - Common Stock,MuckRock.com
Charles & Colvard Ltd. - Common Stock,ClearHealthCosts
Yunhong CTI Ltd. - Common Stock,LoseIt.com
CTI BioPharma Corp. - Common Stock,realtor.com
CooTek (Cayman) Inc. American Depositary Shares, each representing 50 Class A Ordinary Shares,PricewaterhouseCoopers
CenturyLink, Inc. Common Stock,CliniCast
Catalent, Inc. Common Stock,PlanetEcosystems
CytomX Therapeutics, Inc. - Common Stock,FindTheBest.com
Consolidated-Tomoka Land Co. Common Stock ,ClearHealthCosts
ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,ClearHealthCosts
Contura Energy, Inc. Common Stock,CONNECT-DOT
Centric Brands Inc. - Common Stock,TransUnion
CareTrust REIT, Inc. - Common Stock,LoseIt.com
Castor Maritime Inc. - Common Shares,Relationship
Citi Trends, Inc. - Common Stock,FindTheBest.com
CTS Corporation Common Stock,Relationship
Cognizant Technology Solutions Corporation - Class A Common Stock,PricewaterhouseCoopers
Cytosorbents Corporation - Common Stock,Retroficiency
CatchMark Timber Trust, Inc. Class A Common Stock,PricewaterhouseCoopers
Qwest Corporation 6.875% Notes due 2054,OpportunitySpace,
Corteva, Inc. Common Stock ,Relationship
Citius Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
Citrix Systems, Inc. - Common Stock,FindTheBest.com
Qwest Corporation 6.125% Notes due 2053,OpportunitySpace,
Qwest Corporation 6.625% Notes due 2055,OpportunitySpace,
Cubic Corporation Common Stock,MuckRock.com
The Herzfeld Caribbean Basin Fund, Inc. - Closed End FUnd,TransUnion
Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034,OpportunitySpace,
CubeSmart Common Shares,SmartProcure
Customers Bancorp, Inc Common Stock,ClearHealthCosts
Cue Biopharma, Inc. - Common Stock,ClearHealthCosts
CUI Global, Inc. - Common Stock,PlanetEcosystems
Carnival Plc ADS ADS,ClearHealthCosts
Culp, Inc. Common Stock,CliniCast
Continental Materials Corporation Common Stock,PricewaterhouseCoopers
Direxion Daily Healthcare Bull 3X Shares,ClearHealthCosts
CURO Group Holdings Corp. Common Stock,MuckRock.com
Invesco MSCI Global Timber ETF,Investormill
Cutera, Inc. - Common Stock,ClearHealthCosts
Cousins Properties Incorporated Common Stock,PlanetEcosystems
Covanta Holding Corporation Common Stock,NonprofitMetrics
CVB Financial Corporation - Common Stock,ClearHealthCosts
Cavco Industries, Inc. - Common Stock,FindTheBest.com
Central Valley Community Bancorp - Common Stock,Environmental
Cenovus Energy Inc Common Stock,Environmental
Civeo Corporation (Canada) Common Shares,OpportunitySpace,
Covetrus, Inc. - Common Stock,Construction
Commercial Vehicle Group, Inc. - Common Stock,PlaceILive.com
Calavo Growers, Inc. - Common Stock,LoseIt.com
CVR Energy Inc. Common Stock,Environmental
Covia Holdings Corporation Common Stock,Construction
Commvault Systems, Inc. - Common Stock,LoseIt.com
Codorus Valley Bancorp, Inc - Common Stock,ClearHealthCosts
Cel-Sci Corporation Common Stock,Relationship
Carvana Co. Class A Common Stock,ClearHealthCosts
Chicago Rivet & Machine Co. Common Stock,ClearHealthCosts
CVS Health Corporation Common Stock,mHealthCoach
Covenant Transportation Group, Inc. - Class A Common Stock,ClearHealthCosts
CPI Aerostructures, Inc. Common Stock,Construction
CVD Equipment Corporation - Common Stock,NonprofitMetrics
Chevron Corporation Common Stock,Environmental
Invesco Zacks Multi-Asset Income ETF,Compliance
Curtiss-Wright Corporation Common Stock,PricewaterhouseCoopers
SPDR Bloomberg Barclays Convertible Securities ETF,PlanetEcosystems
Community West Bancshares - Common Stock,FindTheBest.com
CohBar, Inc. - Common Stock,ClearHealthCosts
Consolidated Water Co. Ltd. - Ordinary Shares,PricewaterhouseCoopers
Direxion Daily CSI China Internet Index Bull 2X Shares,PricewaterhouseCoopers
Clearway Energy, Inc. Class C Common Stock,ClearHealthCosts
Camping World Holdings, Inc. Class A Commom Stock,FindTheBest.com
SPDR MSCI ACWI ex-US ETF,SpaceCurve
Cushman & Wakefield plc Ordinary Shares,PlanetEcosystems
AdvisorShares Focused Equity ETF,PricewaterhouseCoopers
Casella Waste Systems, Inc. - Class A Common Stock,PlanetEcosystems
California Water Service Group Common Stock,PricewaterhouseCoopers
Cemex, S.A.B. de C.V. Sponsored ADR,Marinexplore,
China XD Plastics Company Limited - Common Stock,PlanetEcosystems
MFS High Income Municipal Trust Common Stock,SimpleTuition
MFS Investment Grade Municipal Trust Common Stock,FindTheBest.com
Concho Resources Inc. Common Stock,Construction
Columbia Property Trust, Inc. Common Stock,NonprofitMetrics
WisdomTree China ex-State-Owned Enterprises Fund,PricewaterhouseCoopers
CoreCivic, Inc. Common Stock,LoseIt.com
Cypress Semiconductor Corporation - Common Stock,PricewaterhouseCoopers
Celyad SA - American Depositary Shares,PlanetEcosystems
Cyanotech Corporation - Common Stock,PlanetEcosystems
WisdomTree Chinese Yuan Strategy Fund,StreetEasy
CyberOptics Corporation - Common Stock,Environmental
CyberArk Software Ltd. - Ordinary Shares,ClearHealthCosts
Cyclacel Pharmaceuticals, Inc. - Common Stock,ClearHealthCosts
Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock,ClearHealthCosts
Cyclerion Therapeutics, Inc. - Common Stock ,FindTheBest.com
China Yuchai International Limited Common Stock,ClearHealthCosts
Community Health Systems, Inc. Common Stock,ClearHealthCosts
Changyou.com Limited - American Depositary Shares, each representing two Class A ordinary shares,PricewaterhouseCoopers
CYREN Ltd. - Ordinary Shares,Relationship
CryoPort, Inc. - Common Stock,InfoCommerce
Cytokinetics, Incorporated - Common Stock,PlanetEcosystems
Invesco Zacks Mid-Cap ETF,Investormill
Citizens & Northern Corp - Common Stock,SpotHero.com
Caesars Entertainment Corporation - Common Stock,ClearHealthCosts
Citizens Community Bancorp, Inc. - Common Stock,OpportunitySpace,
Cosan Limited Class A Common Stock,PlanetEcosystems
Dominion Energy, Inc. Common Stock,FindTheBest.com
Danaos Corporation Common Stock,Relationship
Data I/O Corporation - Common Stock,Relationship
Daktronics, Inc. - Common Stock,Retroficiency
Delta Air Lines, Inc. Common Stock,PlaceILive.com
First Trust DorseyWright DALI 1 ETF,eInstitutional
Anfield Capital Diversified Alternatives ETF ETF,PricewaterhouseCoopers
Dana Incorporated Common Stock ,PlanetEcosystems
Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share,PricewaterhouseCoopers
Darling Ingredients Inc. Common Stock,FindTheBest.com
Dare Bioscience, Inc. - Common Stock,LoseIt.com
ETNs linked to the VelocityShares Daily 4X Long USD vs. AUD Index,PlanetEcosystems
FT Cboe Vest U.S. Equity Deep Buffer ETF - August,PricewaterhouseCoopers
Endava plc American Depositary Shares (each representing one Class A Ordinary Share),PricewaterhouseCoopers
Global X DAX Germany ETF,LOGIXDATA,
Deutsche Bank AG Common Stock,Development
Invesco DB Agriculture Fund,Investormill
Xtrackers MSCI All World ex US Hedged Equity ETF,PricewaterhouseCoopers
Invesco DB Base Metals Fund,Investormill
Invesco DB Commodity Index Tracking Fund,InfoCommerce
Diebold Nixdorf Incorporated Common Stock,InfoCommerce
Invesco DB Energy Fund,Investormill
Xtrackers MSCI EAFE Hedged Equity ETF,PricewaterhouseCoopers
iM DBi Hedge Strategy ETF,Estately
Xtrackers MSCI Emerging Markets Hedged Equity ETF,MarketSense
Xtrackers MSCI Europe Hedged Equity ETF,PricewaterhouseCoopers
Xtrackers MSCI Eurozone Hedged Equity ETF,PricewaterhouseCoopers
Xtrackers MSCI Germany Hedged Equity ETF,PricewaterhouseCoopers
Designer Brands Inc. Class A Common Stock,gRadiant
Xtrackers MSCI Japan Hedged Equity ETF,SimpleTuition
DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,OpportunitySpace,
AdvisorShares DoubleLine Value Equity ETF,PossibilityU
iM DBi Managed Futures Strategy ETF ETF,PlanetEcosystems
Invesco DB Oil Fund,Investormill
Invesco DB Precious Metals Fund,Investormill
Invesco DB Silver Fund,Investormill
Invesco DB G10 Currency Harvest Fund,InnoCentive
DBV Technologies S.A. - American Depositary Shares,ClearHealthCosts
Dropbox, Inc. - Class A Common Stock,Robinson
DropCar, Inc. - Common Stock,PlanetEcosystems
BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc. Common Stock,NonprofitMetrics
ETNs linked to the VelocityShares Daily 4X Long USD vs. CHF Index,PlanetEcosystems
Donaldson Company, Inc. Common Stock,PlanetEcosystems
Ducommun Incorporated Common Stock,MuckRock.com
Dime Community Bancshares, Inc. - Common Stock,FindTheBest.com
Dime Community Bancshares, Inc. - 5.50% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A,PricewaterhouseCoopers
DCP Midstream,  LP Common Units ,ClearHealthCosts
Deciphera Pharmaceuticals, Inc. - Common Stock,PlaceILive.com
Dominion Energy, Inc. 2019 Series A Corporate Units,PricewaterhouseCoopers
DuPont de Nemours, Inc. Common Stock,SpotHero.com
3D Systems Corporation Common Stock,Department
Delaware Investments Dividend & Income Fund, Inc. Common Stock,PlaceILive.com
ProShares Short Oil & Gas,GreatSchools
First Trust Dorsey Wright Momentum & Dividend ETF,SimpleTuition
WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund,PricewaterhouseCoopers
ProShares Ultra Dow30,TrialTrove
Datadog, Inc. - Class A Common Stock,DataLogix
Dillard's, Inc. Common Stock,PlanetEcosystems
Dillard's Capital Trust I,ClearHealthCosts
WisdomTree Dynamic Currency Hedged International Equity Fund,eInstitutional
Deere & Company Common Stock,Development
